geneID	baseMean	log2FC_Vs-VS	log2FC_vs-Vs	log2FC_vs-VS	log2FC_vs-vS	log2FC_vS-Vs	log2FC_vS-VS	padj_Vs-VS	padj_vs-Vs	padj_vs-VS	padj_vs-vS	padj_vS-Vs	padj_vS-VS
AT1G03140	449.5624046	0.105926108	0.15895258	0.264878688	0.242131096	-0.083178517	0.022747592	1	0.10322805	0.006332026	0.013371161	0.470000085	0.862349937
AT1G03150	262.5632115	0.033168534	0.342811044	0.375979578	0.11975184	0.223059205	0.256227738	1	0.00572719	0.002924403	0.386495972	0.107483766	0.067364282
AT1G03160	759.7772196	-0.070330526	-0.741308653	-0.811639179	-0.660389217	-0.080919436	-0.151249962	1	6.04E-19	4.16E-22	5.85E-15	0.423395823	0.113412337
AT1G03180	35.82678957	-0.061988446	-0.392272308	-0.454260754	-0.193365502	-0.198906806	-0.260895253	1	0.131802634	0.083935132	0.508609585	0.511298788	0.385308867
AT1G03190	187.4221145	0.064977048	-0.421697472	-0.356720423	-0.538361644	0.116664172	0.18164122	1	0.000483283	0.004501466	7.43E-06	0.408175915	0.190832727
AT1G03200	40.62742431	-0.091255805	0.791491709	0.700235904	0.529857845	0.261633864	0.170378059	1	0.001712138	0.0068674	0.04134635	0.398208697	0.605087782
AT1G03210	151.2322882	-0.120619212	-1.004635424	-1.125254637	-0.674147537	-0.330487888	-0.4511071	1	7.03E-16	3.52E-19	2.20E-07	0.011638976	0.000503974
AT1G03220	3267.636045	0.106270206	0.895596498	1.001866704	0.653401932	0.242194566	0.348464771	1	2.14E-19	8.76E-24	1.32E-10	0.030320267	0.001367368
AT1G03230	938.7235742	-0.125025959	0.688140386	0.563114427	0.554631154	0.133509231	0.008483272	1	1.26E-11	4.30E-08	8.66E-08	0.273427983	0.955360233
AT1G03250	330.258742	0.096363771	-0.359313533	-0.262949762	-0.161152456	-0.198161077	-0.101797306	1	0.000116733	0.007085647	0.115795837	0.054397646	0.374643522
AT1G03260	187.3061514	-0.030532532	-0.033732246	-0.064264778	0.025171387	-0.058903633	-0.089436166	1	0.811978264	0.650065831	0.872907838	0.712589533	0.565125783
AT1G03270	32.40703739	0.286739856	-1.627278984	-1.340539128	-0.71448521	-0.912793774	-0.626053918	1	3.75E-10	7.54E-07	0.014427105	0.00049352	0.027263718
AT1G03280	194.3062088	0.013912892	-0.299667839	-0.285754947	-0.28769668	-0.011971159	0.001941733	1	0.023122236	0.034840731	0.034638847	0.946589433	0.992109559
AT1G03290	408.5104946	-0.10486254	0.643814329	0.53895179	0.369940195	0.273874135	0.169011595	1	6.44E-09	1.80E-06	0.001248313	0.027899041	0.203942161
AT1G03300	76.6678764	0.014201857	-0.846721256	-0.832519399	-0.676381404	-0.170339852	-0.156137995	1	0.0028274	0.003716878	0.023285278	0.627855992	0.658562294
AT1G03310	393.2821016	-0.051322764	-0.080117763	-0.131440527	0.268962223	-0.349079986	-0.40040275	1	0.598707456	0.380019297	0.068177772	0.018786641	0.006865341
AT1G03330	296.0418471	-0.020799726	0.130080154	0.109280429	0.066857901	0.063222253	0.042422527	1	0.275073446	0.375037367	0.613323758	0.659913316	0.775666627
AT1G03340	35.24977355	0.08355803	1.456871564	1.540429594	1.167168575	0.289702989	0.373261019	1	1.13E-08	6.54E-09	3.51E-06	0.378061889	0.261401085
AT1G03350	937.4911984	0.081750312	0.475728788	0.5574791	0.221971134	0.253757653	0.335507965	1	2.00E-10	2.07E-13	0.004623243	0.001824865	3.72E-05
AT1G03360	172.5469007	0.132768813	-1.227618367	-1.094849554	-1.283009236	0.055390869	0.188159682	1	1.65E-09	1.20E-07	4.74E-10	0.839083628	0.444141398
AT1G03365	320.3015783	-0.094576666	-0.365536253	-0.460112919	-0.19817562	-0.167360633	-0.261937299	1	0.001948813	9.72E-05	0.122622352	0.213110834	0.043729139
AT1G03370	613.8486788	-0.003355666	-0.18324314	-0.186598806	-0.078712995	-0.104530145	-0.107885811	1	0.123394078	0.119963593	0.559436855	0.445631572	0.434546554
AT1G03380	823.5157114	-0.020207583	0.730242556	0.710034973	0.619055962	0.111186594	0.090979011	1	4.46E-11	2.17E-10	4.19E-08	0.417972668	0.520593541
AT1G03400	162.6075045	0.112823052	-0.774931337	-0.662108285	-0.183545673	-0.591385664	-0.478562612	1	0.001132081	0.006304251	0.514595713	0.021032038	0.070703373
AT1G03410	181.9716889	0.089395925	-1.659033273	-1.569637348	-1.108251084	-0.55078219	-0.461386265	1	4.34E-25	5.03E-22	2.95E-11	0.000848217	0.006865703
AT1G03430	203.1079043	-0.166004849	0.997092463	0.831087614	0.314279689	0.682812774	0.516807925	1	4.31E-20	6.09E-14	0.003538293	3.81E-09	1.65E-05
AT1G03440	208.6887365	-0.100358672	-0.482801108	-0.583159779	0.051315947	-0.534117054	-0.634475726	1	2.05E-05	3.28E-07	0.723572849	7.44E-06	1.12E-07
AT1G03445	24.01200135	0.208019197	1.466152173	1.674171371	0.650850069	0.815302104	1.023321301	1	8.47E-07	1.03E-07	0.026392451	0.015298055	0.003413255
AT1G03457	269.3858319	-0.020572797	-1.635716837	-1.656289634	-0.612250176	-1.023466662	-1.044039458	1	3.70E-39	2.26E-39	6.71E-06	2.34E-16	1.22E-16
AT1G03470	98.10667994	0.017451371	0.403137132	0.420588503	0.13147961	0.271657522	0.289108893	1	0.077235318	0.069135861	0.613899203	0.292463436	0.269661046
AT1G03475	1877.876949	0.005756168	-1.727106771	-1.721350603	-0.828594771	-0.898512	-0.892755833	1	2.27E-51	8.05E-51	3.01E-12	2.16E-14	3.74E-14
AT1G03510	39.92632047	0.162003801	0.139517284	0.301521085	-0.172237015	0.311754298	0.4737581	1	0.587928595	0.241532279	0.510000184	0.240936306	0.076294006
AT1G03520	214.4772984	-0.190975348	-0.186453165	-0.377428513	-0.106978756	-0.079474409	-0.270449757	1	0.158407882	0.003085557	0.462664884	0.617045407	0.052820938
AT1G03530	145.4815551	-0.034426568	-1.034511719	-1.068938286	-1.153570989	0.119059271	0.084632703	1	2.39E-13	9.62E-14	2.44E-16	0.466035157	0.623755981
AT1G03540	27.82611627	-0.001351761	-0.486913714	-0.488265475	-0.971296705	0.484382991	0.48303123	1	0.09976302	0.107615256	0.000525291	0.10722454	0.119713962
AT1G03545	26.00201294	0.243212897	-0.937319511	-0.694106615	-1.047186983	0.109867472	0.353080369	1	0.001126636	0.023115202	0.000293943	0.756001443	0.280740321
AT1G03550	128.0138838	-0.065807306	0.535869778	0.470062472	0.508148547	0.027721231	-0.038086075	1	0.000891438	0.00448857	0.002017387	0.903761136	0.86683384
AT1G03560	55.57020119	0.185186569	-0.714784909	-0.52959834	-0.743551592	0.028766683	0.213953252	1	0.001182508	0.022584765	0.00090903	0.921755909	0.415552064
AT1G03590	618.4207814	-0.138544872	0.520903328	0.382358455	0.672154251	-0.151250924	-0.289795796	1	3.08E-07	0.000231706	5.80E-11	0.211141796	0.011006479
AT1G03600	2804.49061	-0.058782624	-1.287712675	-1.346495299	-0.470284481	-0.817428194	-0.876210818	1	1.46E-30	3.28E-33	7.53E-05	1.53E-12	3.12E-14
AT1G03610	492.1868408	-0.16483674	1.455754597	1.290917857	1.210393677	0.24536092	0.08052418	1	6.53E-29	9.22E-23	2.52E-20	0.11214513	0.644911554
AT1G03630	1729.09393	0.049401345	-1.458993499	-1.409592153	-0.507787827	-0.951205672	-0.901804327	1	5.96E-45	9.13E-42	3.70E-06	2.62E-19	2.57E-17
AT1G03650	29.15163517	-0.223881553	-0.205285899	-0.429167452	-0.520415089	0.31512919	0.091247637	1	0.543930776	0.186520743	0.108416721	0.376660728	0.818543008
AT1G03680	2541.689935	-0.065416981	-0.784503293	-0.849920274	-0.554898114	-0.229605178	-0.29502216	1	2.88E-26	2.08E-30	2.50E-13	0.004485042	0.000209948
AT1G03687	165.9078395	0.112656031	-0.651061287	-0.538405256	-0.470095754	-0.180965533	-0.068309503	1	1.17E-07	2.52E-05	0.000241451	0.194107652	0.668338665
AT1G03730	161.930522	-0.079306229	1.085121688	1.005815459	0.190786321	0.894335367	0.815029139	1	1.02E-08	1.68E-07	0.370882328	7.34E-06	6.32E-05
AT1G03740	1224.878869	-0.135638112	-0.376592453	-0.512230565	-0.186666396	-0.189926057	-0.325564169	1	0.012752501	0.000595624	0.26469388	0.270066549	0.046514117
AT1G03750	202.8440528	0.317015202	0.790851183	1.107866385	0.612756209	0.178094974	0.495110176	1	5.97E-11	1.99E-18	4.53E-07	0.225863418	0.000430311
AT1G03760	183.468752	0.159720785	-0.607841113	-0.448120327	-0.259478945	-0.348362168	-0.188641383	1	5.13E-05	0.004057883	0.118679126	0.033522756	0.294234241
AT1G03770	276.8995471	0.215347855	1.406247697	1.621595552	0.814063767	0.59218393	0.807531785	1	3.24E-21	2.12E-26	5.36E-08	0.000277916	8.35E-07
AT1G03780	425.8054414	0.082092319	0.046905901	0.12899822	-0.069854875	0.116760776	0.198853095	1	0.813160031	0.498670109	0.740814152	0.583230957	0.325171895
AT1G03790	70.6531559	-0.042044506	3.466311822	3.424267316	2.942880203	0.523431619	0.481387114	1	1.72E-43	5.99E-40	4.16E-36	0.100630437	0.147864505
AT1G03820	234.5298401	0.202343204	0.587381648	0.789724852	-0.667914907	1.255296555	1.457639759	1	0.035873215	0.004522177	0.018747661	6.58E-06	1.67E-07
AT1G03830	91.84103306	0.126540316	-1.381445761	-1.254905445	-0.973013035	-0.408432726	-0.281892409	1	9.02E-14	3.91E-11	5.07E-07	0.03738699	0.179892747
AT1G03840	46.0375085	0.223593354	-1.644847645	-1.421254291	-1.323382766	-0.321464879	-0.097871525	1	1.95E-11	1.99E-08	1.83E-07	0.220940613	0.748983947
AT1G03850	235.9351974	0.321220017	0.950831354	1.272051372	0.951018932	-0.000187577	0.32103244	1	6.99E-10	7.60E-16	1.04E-09	0.999502661	0.08260224
AT1G03860	1067.072619	0.028442768	-1.053417693	-1.024974925	-0.489481233	-0.56393646	-0.535493693	1	2.42E-23	6.13E-22	1.14E-05	3.41E-07	1.64E-06
AT1G03870	2945.703403	-0.016133516	-2.087520612	-2.103654128	-0.779716549	-1.307804063	-1.323937578	1	9.01E-106	4.63E-107	4.25E-15	8.70E-42	1.07E-42
AT1G03900	955.902248	0.058157165	0.068640562	0.126797727	0.225611574	-0.156971012	-0.098813847	1	0.393528897	0.105902955	0.003259773	0.056381724	0.262919532
AT1G03905	101.3643523	-0.287739854	0.408516749	0.120776895	-0.249438203	0.657954952	0.370215098	1	0.057728267	0.608680295	0.271251562	0.00274173	0.112838176
AT1G03910	514.4573815	0.220944911	-0.371671798	-0.150726887	-0.157016761	-0.214655037	0.006289874	1	9.02E-05	0.142610596	0.13400346	0.039554023	0.964227074
AT1G03920	51.88464506	-0.143896505	-0.374422364	-0.518318869	0.096966858	-0.471389222	-0.615285727	1	0.091569838	0.018629017	0.718503164	0.047845434	0.008906373
AT1G03930	711.4780787	0.117375602	-0.470673076	-0.353297474	-0.26848144	-0.202191636	-0.084816034	1	1.15E-06	0.000376453	0.0089972	0.060503578	0.480447408
AT1G03950	129.2649654	0.112322931	-0.167907535	-0.055584604	0.393110407	-0.561017943	-0.448695012	1	0.314769468	0.762888059	0.018948935	0.000817406	0.010693194
AT1G03960	125.8647979	0.054711428	-0.401543032	-0.346831604	-0.250022876	-0.151520156	-0.096808728	1	0.010543972	0.03282483	0.13997915	0.410110803	0.623625996
AT1G03970	361.7947912	0.091988266	0.776142526	0.868130792	0.789421135	-0.013278609	0.078709657	1	6.43E-09	1.45E-10	5.46E-09	0.945287834	0.658666086
AT1G04000	124.4124798	0.110029362	0.678150711	0.788180072	0.598959216	0.079191495	0.189220856	1	8.71E-07	3.63E-08	1.58E-05	0.672861701	0.285414022
AT1G04010	100.4033943	-0.024291566	-0.528125827	-0.552417394	-0.595632113	0.067506286	0.04321472	1	0.002845859	0.00215487	0.000869875	0.765672805	0.853155533
AT1G04020	185.2153917	-0.079384128	0.272008652	0.192624524	-0.056137035	0.328145687	0.248761559	1	0.0967897	0.258423323	0.771758504	0.059068292	0.171496479
AT1G04030	198.7108134	0.295674438	0.896957404	1.192631842	0.21248398	0.684473425	0.980147862	1	2.36E-08	4.90E-13	0.2303603	5.97E-05	1.31E-08
AT1G04040	2755.19011	0.027613763	-1.157417352	-1.129803589	-0.346888799	-0.810528553	-0.78291479	1	3.45E-14	1.56E-13	0.038391471	3.67E-07	1.02E-06
AT1G04050	52.20441795	0.125477885	-1.106787127	-0.981309242	-1.091489366	-0.015297761	0.110180124	1	2.65E-06	5.36E-05	5.21E-06	0.961002165	0.708895736
AT1G04070	96.13827298	-0.324689266	0.661060033	0.336370766	-0.045203326	0.706263358	0.381574092	1	0.00170881	0.125881126	0.863160069	0.001421946	0.105178882
AT1G04080	1143.25623	-0.017747403	-0.436342688	-0.454090091	-0.285095916	-0.151246773	-0.168994175	1	1.67E-11	4.31E-12	2.30E-05	0.035718917	0.019553478
AT1G04090	34.58570975	-0.098214497	0.832481961	0.734267464	0.234097189	0.598384772	0.500170275	1	0.000527487	0.003020059	0.358027271	0.024520815	0.07190495
AT1G04100	97.5129635	-0.220569895	0.98559274	0.765022845	0.112886782	0.872705958	0.652136064	1	8.43E-10	2.84E-06	0.524436465	2.42E-07	0.00018461
AT1G04110	121.8409044	-0.106810181	-1.006596517	-1.113406698	-0.5674088	-0.439187717	-0.545997898	1	3.01E-06	2.62E-07	0.014180046	0.064044008	0.019746881
AT1G04120	2169.658779	-0.062909826	0.383124013	0.320214187	0.35821199	0.024912024	-0.037997802	1	1.06E-07	1.17E-05	1.14E-06	0.801024628	0.687112962
AT1G04130	172.3874511	0.114019776	0.30529234	0.419312116	0.145733648	0.159558692	0.273578468	1	0.027635818	0.002904354	0.33434699	0.322015891	0.08199198
AT1G04140	1765.489968	-0.060019266	0.314230207	0.254210941	0.223548959	0.090681248	0.030661982	1	0.00034604	0.004444729	0.015357787	0.388875709	0.792197054
AT1G04160	156.2494975	-0.077944954	-0.37112258	-0.449067533	0.01389772	-0.3850203	-0.462965253	1	0.012299219	0.002560983	0.943546862	0.015125063	0.003450777
AT1G04170	1607.522693	0.005311329	-0.471282122	-0.465970793	-0.265820992	-0.20546113	-0.200149801	1	1.68E-06	2.52E-06	0.011103507	0.061085677	0.070746198
AT1G04180	37.13679784	0.243676874	-0.80128953	-0.557612656	-1.123229511	0.32193998	0.565616855	1	0.003108093	0.052562193	2.53E-05	0.274399238	0.051856472
AT1G04190	352.4761778	0.069576649	-0.807387362	-0.737810713	-0.399749742	-0.407637621	-0.338060971	1	4.35E-14	1.33E-11	0.000453589	0.000314951	0.003953856
AT1G04200	618.7719338	-0.011011054	-0.154913032	-0.165924087	0.042771205	-0.197684237	-0.208695292	1	0.24448288	0.214095322	0.785602804	0.162765731	0.143277622
AT1G04210	1471.783407	-0.040582489	-0.104552453	-0.145134942	-0.18570263	0.081150177	0.040567688	1	0.411692708	0.246126291	0.146436462	0.576367272	0.791395882
AT1G04220	446.4746708	-0.085309381	2.835981995	2.750672614	2.112391324	0.723590671	0.63828129	1	4.60E-50	1.61E-46	8.29E-29	0.000607255	0.003049519
AT1G04230	119.7247629	-0.087246148	-0.072970447	-0.160216595	0.070730244	-0.143700691	-0.230946839	1	0.665613067	0.330089598	0.700340769	0.430658387	0.190321292
AT1G04240	458.2796451	0.24881244	-1.575521298	-1.326708858	-1.655185599	0.079664301	0.328476741	1	1.35E-32	7.11E-23	1.69E-35	0.633237255	0.023394248
AT1G04250	768.4271655	0.08489635	-1.271014985	-1.186118635	-0.90995798	-0.361057005	-0.276160655	1	2.38E-58	1.29E-49	1.78E-29	9.23E-06	0.00112098
AT1G04260	255.5932048	-0.02502427	0.515658422	0.490634152	0.19205192	0.323606502	0.298582232	1	0.000379352	0.000888154	0.228535549	0.043665043	0.069332065
AT1G04270	3911.622972	-0.073725906	-0.500423081	-0.574148987	-0.258313166	-0.242109916	-0.315835821	1	0.00016155	1.40E-05	0.072158622	0.102890725	0.02954249
AT1G04280	522.8724887	-0.049040777	-0.240424147	-0.289464924	0.676889654	-0.917313801	-0.966354578	1	0.070579865	0.028968567	2.57E-07	2.31E-12	1.80E-13
AT1G04290	290.8724271	0.080809521	0.986424274	1.067233795	0.615772162	0.370652112	0.451461633	1	1.82E-23	1.80E-25	2.74E-10	0.000821957	6.78E-05
AT1G04300	1584.265783	0.134552576	0.226158215	0.360710792	0.288900025	-0.06274181	0.071810766	1	0.083941891	0.004818519	0.030681969	0.700544396	0.653041462
AT1G04310	122.1512494	-0.105142589	1.496083005	1.390940416	1.4141551	0.081927905	-0.023214684	1	4.95E-17	1.69E-14	2.07E-15	0.747278674	0.933197167
AT1G04330	29.81035515	0.278112444	-0.681546781	-0.403434338	-1.118537042	0.43699026	0.715102704	1	0.016938277	0.193277369	4.85E-05	0.140245138	0.01653671
AT1G04340	285.8481101	-0.125959441	0.393073215	0.267113774	0.11119325	0.281879965	0.155920524	1	0.003095283	0.051912627	0.461783915	0.053780653	0.323057553
AT1G04350	615.3207812	-0.146062244	0.771030454	0.62496821	1.149706041	-0.378675587	-0.524737831	1	2.99E-08	9.09E-06	2.28E-16	0.014575281	0.000533251
AT1G04360	196.7944504	0.209049606	0.74160085	0.950650457	0.484288335	0.257312515	0.466362122	1	3.87E-11	5.84E-16	1.66E-05	0.04816851	0.000340418
AT1G04390	123.1979652	-0.094845134	0.089701186	-0.005143948	-0.199513993	0.289215179	0.194370045	1	0.600988061	0.978653107	0.231428914	0.089625027	0.284827419
AT1G04400	2415.727309	0.039827327	0.810502184	0.850329511	0.508459996	0.302042188	0.341869515	1	1.19E-20	2.30E-22	1.23E-08	0.001453196	0.000305799
AT1G04410	9773.644243	-0.222111832	-0.129004734	-0.351116566	0.08045609	-0.209460825	-0.431572657	1	0.446657196	0.02665107	0.669308349	0.239008375	0.00905255
AT1G04420	1254.624243	0.023231314	-1.420365248	-1.397133934	-0.757026969	-0.663338279	-0.640106965	1	8.38E-70	1.09E-66	9.15E-20	4.46E-16	7.95E-15
AT1G04425	42.05032316	-0.07299463	-0.24699689	-0.31999152	0.268552569	-0.51554946	-0.58854409	1	0.317790622	0.19581461	0.313877264	0.046711668	0.024155801
AT1G04430	2597.744958	-0.055126047	-0.122162518	-0.177288565	-0.193205607	0.071043089	0.015917042	1	0.279129504	0.107819008	0.08989556	0.588644615	0.912432603
AT1G04440	1516.899233	-0.054603322	0.747075407	0.692472085	0.671920375	0.075155032	0.02055171	1	1.29E-24	5.53E-21	6.93E-20	0.412073576	0.841840718
AT1G04480	1116.780874	-0.146436615	-1.272083219	-1.418519834	-0.677255793	-0.594827426	-0.741264041	1	5.95E-17	9.77E-21	2.16E-05	0.000242576	3.50E-06
AT1G04490	81.84745795	-0.57160241	1.354176247	0.782573837	1.054541725	0.299634522	-0.271967887	1	4.98E-10	0.000341082	1.29E-06	0.263319335	0.308504525
AT1G04510	614.8993498	-0.045405374	-1.000084638	-1.045490013	-0.585685898	-0.41439874	-0.459804114	1	2.73E-28	2.78E-30	5.17E-10	1.21E-05	1.33E-06
AT1G04520	265.2352381	-0.068500478	-0.752715448	-0.821215926	-0.067621912	-0.685093536	-0.753594014	1	6.48E-06	9.54E-07	0.751731153	9.34E-05	1.72E-05
AT1G04530	553.7237986	0.048619584	-0.574571276	-0.525951692	0.264229584	-0.83880086	-0.790181276	1	9.88E-08	1.53E-06	0.02596137	3.41E-14	1.87E-12
AT1G04550	287.3348222	0.147746845	0.131539712	0.279286557	-0.143147348	0.274687061	0.422433906	1	0.327061918	0.03280762	0.299477756	0.043576894	0.001685562
AT1G04555	76.93105606	0.009843575	0.655359143	0.665202719	0.468648069	0.186711075	0.19655465	1	9.12E-05	0.000123581	0.005789704	0.369015606	0.357920558
AT1G04590	255.3864466	0.030510791	-0.675948416	-0.645437625	-0.661553349	-0.014395067	0.016115724	1	1.28E-11	3.01E-10	4.69E-11	0.915499272	0.907569596
AT1G04620	391.9091624	-0.231602527	-0.867246019	-1.098848546	-1.011439127	0.144193108	-0.087409419	1	1.34E-18	6.09E-29	5.86E-25	0.192647471	0.457772127
AT1G04630	287.2216561	0.063940966	-0.755431944	-0.691490978	-0.057626002	-0.697805942	-0.633864976	1	2.88E-12	4.00E-10	0.679610472	5.07E-10	3.76E-08
AT1G04635	38.01564371	0.225619816	-0.597574643	-0.371954827	-0.73194831	0.134373668	0.359993483	1	0.010505245	0.141302493	0.001658294	0.629341073	0.17107278
AT1G04640	391.1210431	0.061241168	-0.702573391	-0.641332223	-0.826770096	0.124196705	0.185437873	1	1.43E-13	4.34E-11	2.41E-18	0.253808541	0.083121634
AT1G04650	48.04086292	-0.030932732	-0.61213225	-0.643064982	-0.287645831	-0.324486419	-0.355419151	1	0.009068254	0.007005803	0.273803414	0.217374714	0.182228602
AT1G04680	1073.547697	0.086187748	-0.329342199	-0.243154451	-0.312982041	-0.016360158	0.06982759	1	1.95E-05	0.002199806	7.46E-05	0.877681229	0.462472757
AT1G04690	1112.201796	-0.157692766	0.755054514	0.597361748	0.367698599	0.387355916	0.229663149	1	4.93E-14	3.80E-09	0.000443246	0.000335778	0.04420577
AT1G04700	74.7494532	0.056192729	-0.646618861	-0.590426132	0.225297664	-0.871916525	-0.815723796	1	0.000295396	0.001350037	0.289800025	4.13E-06	2.97E-05
AT1G04710	296.5027816	0.178022978	0.176858219	0.354881197	0.278389669	-0.101531449	0.076491528	1	0.156266074	0.003895665	0.02626988	0.48845817	0.621877261
AT1G04730	144.6803944	0.103187803	-0.46143468	-0.358246877	-0.20525568	-0.256178999	-0.152991197	1	0.000511605	0.009988028	0.16381556	0.081281766	0.342597632
AT1G04750	1093.701297	-0.031259997	0.285297771	0.254037774	0.016045159	0.269252612	0.237992615	1	0.011456136	0.026502846	0.912428103	0.025468775	0.053397577
AT1G04760	34.79499151	0.089888257	0.877286796	0.967175053	-0.038187577	0.915474373	1.00536263	1	0.000392586	0.000180028	0.89759131	0.000434825	0.000210702
AT1G04770	38.95963604	0.190208039	-0.166276641	0.023931397	-0.467463553	0.301186912	0.49139495	1	0.605668784	0.947667914	0.130414107	0.372538975	0.137126959
AT1G04780	814.3175619	0.05718607	0.855371279	0.912557349	0.355560864	0.499810415	0.556996484	1	2.43E-21	2.02E-23	0.000137706	1.70E-07	7.80E-09
AT1G04790	363.3151154	0.011000558	0.112442468	0.123443025	-0.195933921	0.308376389	0.319376947	1	0.36224963	0.323490865	0.107007924	0.011333447	0.009860429
AT1G04800	57.24818857	0.626511021	-0.57372651	0.052784511	0.257382532	-0.831109042	-0.204598021	0.907978862	0.012945666	0.854078526	0.336083587	0.000641027	0.491317695
AT1G04810	913.2894979	0.142136165	-0.245816817	-0.103680652	-0.006174956	-0.23964186	-0.097505695	1	0.001385786	0.211449933	0.951221007	0.003292772	0.287212377
AT1G04820	10677.10587	0.135827278	1.260302157	1.396129435	-0.919532064	2.179834221	2.315661499	1	2.46E-69	3.60E-84	2.00E-37	2.69E-206	4.85E-231
