gene	SRR1192255	SRR1192256	SRR1192257	SRR1192258	SRR1192259	SRR1192260
AT4G33480	657	624	640	566	563	606
AT4G33490	671	853	1029	515	653	756
AT4G33495	199	193	204	351	443	365
AT4G33500	2165	2289	2763	2739	3456	2978
AT4G33510	3376	3945	4844	2974	3487	3587
AT4G33520	1268	1110	1189	830	905	712
AT4G33530	2670	2937	3157	3062	3458	2996
AT4G33540	227	218	296	399	440	408
AT4G33550	14	11	11	5	3	5
AT4G33560	4	1	9	0	3	6
AT4G33565	178	197	206	214	255	198
AT4G33580	1384	1364	1363	1360	1718	1332
AT4G33585	0	0	0	0	0	0
AT4G33590	0	0	0	0	0	0
AT4G33600	0	0	0	0	0	0
AT4G33610	0	0	0	0	0	0
AT4G33620	145	158	185	116	143	145
AT4G33625	1566	1961	1931	1533	1797	1936
AT4G33630	2372	3096	3334	3047	3922	3895
AT4G33640	484	527	518	378	455	421
AT4G33650	748	789	802	681	809	759
AT4G33660	111	112	120	86	96	67
AT4G33666	261	287	283	286	278	222
AT4G33670	951	1079	1133	757	823	816
AT4G33680	3704	3664	3422	2748	2865	2469
AT4G33690	122	144	135	123	168	155
AT4G33700	427	526	590	515	436	572
AT4G33710	0	0	0	0	0	0
AT4G33720	0	0	0	0	0	0
AT4G33730	0	0	0	0	0	0
AT4G33735	0	0	0	0	0	0
AT4G33740	464	635	534	414	560	500
AT4G33760	1036	1136	1264	915	1159	875
AT4G33770	103	127	106	95	121	114
AT4G33780	231	255	280	248	292	292
AT4G33790	304	390	470	88	73	91
AT4G33800	0	2	1	1	0	0
AT4G33810	149	159	167	65	96	67
AT4G33820	0	0	0	0	0	0
AT4G33830	0	0	0	0	0	0
AT4G33840	0	0	0	0	0	0
AT4G33860	0	0	0	0	0	1
AT4G33865	2164	1588	1120	1153	1321	964
AT4G33870	0	0	0	1	0	0
AT4G33880	0	0	0	0	0	0
AT4G33885	0	0	0	0	0	0
AT4G33890	299	330	367	264	370	349
AT4G33900	0	0	0	0	0	0
AT4G33905	2	2	0	1	2	3
AT4G33910	216	253	285	291	348	305
AT4G33920	418	537	615	545	588	567
AT4G33925	30	25	29	33	51	38
AT4G33930	3	2	0	1	2	1
AT4G33940	256	283	317	287	343	275
AT4G33945	325	341	456	297	340	309
AT4G33950	247	275	311	248	283	258
AT4G33960	138	184	170	102	94	82
AT4G33970	0	0	0	0	0	0
AT4G33980	24	37	46	14	20	59
AT4G33985	10	12	7	7	11	14
AT4G33990	94	92	80	74	73	78
AT4G34000	340	462	559	586	710	631
AT4G34020	676	685	722	1287	1562	1345
AT4G34030	1030	1140	1411	1105	1454	1230
AT4G34035	0	0	0	0	0	0
AT4G34040	715	805	920	820	953	897
AT4G34050	3604	3246	2768	2600	2849	2751
AT4G34060	355	396	425	418	505	397
AT4G34070	204	199	267	278	323	258
AT4G34071	0	0	0	0	4	2
AT4G34080	2	0	0	3	2	2
AT4G34090	1519	1378	1405	1261	1318	996
AT4G34100	1672	1989	2224	1708	2159	1971
AT4G34110	8105	9963	10630	5786	7089	6667
AT4G34120	944	942	1274	793	935	922
AT4G34131	4	4	4	5	3	3
AT4G34135	8	9	4	5	11	5
AT4G34138	417	574	534	419	624	507
AT4G34139	1	0	1	1	0	1
AT4G34140	367	426	507	547	609	528
AT4G34150	340	334	416	482	592	565
AT4G34160	222	285	225	158	192	172
AT4G34170	0	0	0	0	0	0
AT4G34180	345	402	434	362	415	426
AT4G34190	3491	3324	3774	2484	2676	2103
AT4G34200	1680	1717	1496	956	1140	868
AT4G34210	0	0	0	0	0	0
AT4G34215	542	645	559	512	610	504
AT4G34220	1055	1252	1346	742	963	928
AT4G34230	176	221	272	197	296	306
AT4G34240	1218	1290	1665	1207	1458	1169
AT4G34250	485	482	351	414	448	317
AT4G34260	2087	2388	2395	2264	2335	2066
AT4G34265	500	452	477	498	599	504
AT4G34270	449	450	451	386	479	425
AT4G34280	309	332	463	330	338	352
AT4G34290	1359	1356	970	730	773	569
AT4G34300	0	0	0	0	0	0
AT4G34310	375	431	533	599	728	649
AT4G34320	14	24	18	6	15	9
AT4G34330	0	0	1	0	0	0
AT4G34332	2	3	11	7	5	16
AT4G34340	101	116	111	80	92	91
AT4G34345	0	0	1	0	0	0
AT4G34350	9836	11314	11704	10319	11568	9755
AT4G34360	34	31	31	19	33	20
AT4G34370	424	436	548	338	456	423
AT4G34380	0	0	1	1	1	1
AT4G34390	418	481	532	504	570	592
AT4G34400	0	3	3	13	4	19
AT4G34410	0	2	0	2	10	2
AT4G34412	138	109	93	100	111	96
AT4G34415	0	0	0	0	0	0
AT4G34419	0	0	0	0	0	0
AT4G34420	31	26	31	31	18	16
AT4G34430	585	718	815	600	777	799
AT4G34440	0	0	1	0	0	0
AT4G34450	3595	3784	4447	2714	3104	2841
AT4G34460	594	731	795	694	889	755
AT4G34470	0	0	0	0	0	0
AT4G34480	432	546	595	445	512	494
AT4G34490	1050	1223	1363	987	1212	1065
AT4G34500	157	175	186	152	163	129
AT4G34510	10	12	3	2	6	11
AT4G34520	0	0	0	0	0	0
AT4G34530	402	332	285	137	171	167
AT4G34540	293	260	318	317	319	323
AT4G34550	59	49	72	70	70	86
AT4G34555	382	339	265	242	268	178
AT4G34560	575	568	479	418	494	401
AT4G34570	251	223	275	143	214	156
AT4G34580	144	143	131	66	74	79
AT4G34590	319	263	230	244	274	192
AT4G34600	22	28	39	33	45	16
AT4G34610	731	804	838	782	869	786
AT4G34620	14930	14240	12570	8829	9212	7576
AT4G34630	341	365	330	395	462	398
AT4G34640	782	924	1106	900	1060	842
AT4G34650	124	115	135	85	93	85
AT4G34660	360	438	341	339	452	335
AT4G34670	5995	4758	3355	3052	3261	2361
AT4G34680	132	169	197	125	130	137
AT4G34690	1	0	3	0	0	0
AT4G34700	802	754	838	689	738	621
AT4G34710	1938	2576	2334	1851	2471	1904
AT4G34720	2530	2328	2999	2429	2422	2021
AT4G34730	1773	1793	1658	2387	2628	2429
AT4G34740	1165	1235	1483	773	786	658
AT4G34750	250	221	298	218	195	145
AT4G34760	1073	895	645	694	565	467
AT4G34770	58	97	66	51	52	37
AT4G34780	0	0	1	0	2	0
AT4G34790	40	48	34	32	35	31
AT4G34800	8	5	4	11	6	7
AT4G34810	3	2	5	1	2	3
AT4G34830	5487	5430	6343	5047	5828	4934
AT4G34840	83	103	142	98	107	116
AT4G34850	2	1	1	5	2	2
AT4G34860	64	47	44	30	27	19
AT4G34870	5909	4982	4418	4041	4339	3851
AT4G34880	0	1	1	2	7	0
AT4G34881	537	548	928	907	951	841
AT4G34890	1083	1249	1552	976	1375	1265
AT4G34900	1037	1204	1382	1163	1414	1234
AT4G34910	478	402	369	312	412	332
AT4G34920	1093	1079	1117	1203	1469	1410
AT4G34930	16	18	23	12	14	13
AT4G34940	5	6	2	7	3	1
AT4G34950	3278	3284	4028	4035	3411	3902
AT4G34960	622	598	607	567	685	571
AT4G34970	9	11	9	5	9	5
AT4G34980	1540	1770	1850	1248	1734	1551
AT4G34990	35	49	63	32	23	16
AT4G35000	2714	2804	3418	2761	3190	2868
AT4G35010	10	4	3	2	2	0
AT4G35020	168	173	179	129	151	145
AT4G35025	0	0	0	0	0	0
AT4G35030	60	75	56	41	56	37
AT4G35040	556	598	598	502	556	485
AT4G35050	110	118	126	63	76	85
AT4G35060	28	40	42	7	24	21
AT4G35070	52	72	43	27	33	26
AT4G35080	304	310	311	238	306	266
AT4G35090	13530	13439	18171	15821	16606	13593
AT4G35100	7720	6800	6833	5130	4487	3502
AT4G35110	134	141	176	145	182	172
AT4G35120	0	0	0	0	0	0
AT4G35130	51	35	48	43	38	35
AT4G35140	247	290	335	326	322	325
AT4G35150	0	0	0	0	0	0
AT4G35160	5	0	0	1	1	0
AT4G35165	0	0	0	0	0	0
AT4G35170	4	4	6	1	2	2
AT4G35180	2	4	0	1	1	8
AT4G35190	0	0	0	1	1	0
AT4G35200	0	0	0	0	0	0
AT4G35210	0	0	0	0	0	0
AT4G35220	295	354	486	398	483	502
AT4G35230	665	861	941	601	817	725
AT4G35240	952	1094	1067	775	966	910
AT4G35250	3201	3722	4658	3620	4104	3389
AT4G35260	1087	1175	1098	1017	1159	941
AT4G35270	743	823	869	710	1042	836
AT4G35280	0	0	0	0	0	0
AT4G35290	334	309	464	412	422	424
AT4G35295	0	0	1	3	3	3
AT4G35300	1059	1065	1462	1116	1193	1195
AT4G35310	1514	1665	1751	1853	2032	2070
AT4G35320	519	566	417	674	440	498
AT4G35335	395	442	544	409	416	414
AT4G35350	655	700	533	395	478	453
AT4G35360	460	438	547	522	533	499
AT4G35370	1	2	1	2	3	1
AT4G35375	0	0	0	0	0	0
AT4G35380	7	1	4	2	10	0
AT4G35390	3	4	0	1	1	2
AT4G35410	158	191	249	167	204	230
AT4G35420	126	108	108	69	62	53
AT4G35430	0	0	0	0	0	0
AT4G35440	860	928	1059	757	794	715
AT4G35450	7959	7709	8119	6362	7265	6413
AT4G35460	541	590	640	486	516	401
AT4G35470	1015	1106	1333	1042	1052	1161
AT4G35480	37	38	45	49	58	65
AT4G35485	0	0	0	0	0	0
AT4G35490	865	912	941	613	676	544
AT4G35500	76	88	63	46	75	52
AT4G35510	355	347	229	315	368	298
AT4G35519	0	0	0	0	0	0
AT4G35520	50	35	57	54	65	57
AT4G35530	133	130	130	100	115	107
AT4G35540	85	125	111	68	76	94
AT4G35550	239	218	262	169	193	193
AT4G35560	241	221	209	205	225	207
AT4G35570	478	479	461	333	415	393
AT4G35580	335	411	374	352	436	489
AT4G35590	5	6	4	3	6	1
AT4G35600	244	273	249	227	262	223
AT4G35610	0	0	0	0	0	0
AT4G35620	90	89	69	62	88	65
AT4G35630	452	392	492	310	336	329
AT4G35640	18	15	26	25	15	20
AT4G35650	1	0	0	0	0	0
AT4G35655	0	0	0	0	2	0
AT4G35660	0	0	0	0	0	0
AT4G35670	0	0	0	0	0	0
AT4G35680	0	0	0	0	0	0
AT4G35685	18	30	18	25	37	26
AT4G35690	0	0	0	0	0	0
AT4G35700	0	0	0	0	0	0
AT4G35710	0	0	0	1	0	0
AT4G35720	4	3	4	0	1	1
AT4G35725	0	0	0	0	0	0
AT4G35730	168	195	146	99	126	83
AT4G35733	0	0	0	0	0	0
AT4G35740	255	240	321	331	389	351
AT4G35750	596	724	870	786	1216	912
AT4G35760	1127	1230	1701	1172	1227	1181
AT4G35770	109	154	122	170	272	193
AT4G35780	569	657	666	539	629	572
AT4G35783	23	18	12	24	25	17
AT4G35785	384	352	309	323	442	384
AT4G35790	1576	1822	2125	1331	1569	1465
AT4G35800	3172	4039	4163	2862	3888	3696
AT4G35810	0	0	0	0	0	0
AT4G35820	0	0	0	0	0	0
AT4G35830	11984	14379	17315	12987	16244	15524
AT4G35840	78	76	87	53	58	59
AT4G35850	814	854	719	500	659	535
AT4G35860	650	618	721	534	613	565
AT4G35870	359	421	433	341	414	419
AT4G35880	228	263	284	262	236	228
AT4G35890	681	708	783	613	734	672
AT4G35900	10	17	3	5	13	6
AT4G35905	104	77	96	82	89	67
AT4G35910	227	228	302	236	240	226
AT4G35920	1144	1060	1060	782	907	846
AT4G35930	212	226	240	124	147	117
AT4G35940	223	205	201	163	189	177
AT4G35950	682	646	498	483	552	478
AT4G35970	107	113	149	73	83	68
AT4G35980	325	238	285	240	233	182
AT4G35985	33	43	56	63	56	47
AT4G35987	123	133	156	105	112	94
AT4G36000	0	0	2	0	3	3
AT4G36010	57	54	53	58	79	100
AT4G36020	115	137	200	90	119	109
AT4G36030	139	134	147	154	159	134
AT4G36032	74	95	123	196	263	237
AT4G36040	337	372	453	423	604	459
AT4G36050	306	383	414	278	340	326
AT4G36052	0	0	6	2	1	0
AT4G36060	5	7	7	3	3	0
AT4G36070	0	1	0	0	1	3
AT4G36080	1157	1282	1353	962	1287	1137
AT4G36090	232	326	325	162	222	235
AT4G36100	1	1	0	1	0	0
AT4G36105	17	32	23	13	5	9
AT4G36110	7	7	9	5	8	9
AT4G36120	174	173	180	119	148	132
AT4G36130	1953	1608	1448	1007	1165	784
AT4G36140	717	797	1004	804	1125	1005
AT4G36150	108	230	261	166	194	226
AT4G36160	44	40	32	16	33	20
AT4G36170	0	0	0	0	0	0
AT4G36180	295	370	355	190	221	271
AT4G36190	447	514	719	698	804	794
AT4G36195	611	668	846	748	827	744
AT4G36210	1214	1327	1618	1439	1743	1595
AT4G36220	1932	2173	2263	1728	1906	1483
AT4G36230	3	7	2	2	7	1
AT4G36240	141	148	129	61	83	81
AT4G36250	1704	1414	1554	1136	1369	1027
AT4G36260	5	13	8	14	30	17
AT4G36270	55	67	61	54	69	52
AT4G36280	121	172	137	167	154	144
AT4G36290	298	358	372	275	298	287
AT4G36350	0	0	0	0	0	0
AT4G36360	3878	3725	3720	2293	2989	2332
AT4G36370	0	0	0	0	0	0
AT4G36380	28	44	28	65	111	75
AT4G36390	3242	3343	3895	2420	2779	2323
AT4G36400	290	368	434	361	480	420
AT4G36410	98	100	94	41	41	51
AT4G36420	526	481	316	369	397	335
AT4G36430	0	0	0	0	0	0
AT4G36440	372	414	465	403	515	457
AT4G36450	9	16	11	20	13	15
AT4G36460	0	1	0	1	0	1
AT4G36470	44	84	76	75	146	95
AT4G36480	434	525	620	540	499	460
AT4G36490	1	0	0	0	0	1
AT4G36500	292	390	310	410	418	366
AT4G36510	0	0	0	0	0	0
AT4G36515	56	63	63	62	76	62
AT4G36520	394	527	551	370	583	450
AT4G36530	1563	1620	2187	1793	2198	1825
AT4G36540	2001	2291	2364	1710	2287	1988
AT4G36550	420	593	671	473	607	574
AT4G36560	0	0	0	1	0	0
AT4G36570	116	129	91	174	380	286
AT4G36580	134	119	125	97	152	124
AT4G36590	0	1	0	0	0	3
AT4G36600	1	2	0	0	0	1
AT4G36610	0	0	0	0	0	0
AT4G36620	8	13	11	0	1	5
AT4G36630	863	888	1137	977	1243	1169
AT4G36640	138	102	104	106	115	85
AT4G36648	762	818	894	750	909	804
AT4G36650	176	231	231	145	202	196
AT4G36660	704	663	606	562	595	551
AT4G36670	133	153	135	74	118	99
AT4G36680	360	406	232	196	277	226
AT4G36690	2426	2735	2485	1860	2548	2323
AT4G36700	2	0	0	1	8	3
AT4G36710	251	338	315	170	182	175
AT4G36720	68	58	92	61	98	69
AT4G36730	639	713	779	692	840	722
AT4G36740	0	0	0	0	0	0
AT4G36750	378	372	286	285	274	270
AT4G36760	739	853	1006	687	859	860
AT4G36770	36	41	56	19	15	23
AT4G36780	533	531	518	571	655	602
AT4G36790	126	192	210	233	272	211
AT4G36791	1	0	5	2	2	3
AT4G36795	2	2	2	3	0	0
AT4G36800	1208	1376	1567	1275	1507	1204
AT4G36808	94	91	137	94	103	64
AT4G36810	1777	1758	2069	1454	1577	1386
AT4G36820	6	5	2	2	7	2
AT4G36830	6	3	6	4	4	1
AT4G36840	89	94	124	203	199	246
AT4G36850	530	809	598	855	1127	641
AT4G36860	691	786	788	775	888	735
AT4G36870	641	781	791	630	709	799
AT4G36880	1	2	3	1	0	0
AT4G36890	510	558	593	456	605	594
AT4G36900	7	6	6	18	13	9
AT4G36910	187	230	205	203	205	195
AT4G36920	210	276	224	228	236	154
AT4G36925	1	0	1	0	0	0
AT4G36930	43	35	29	12	21	21
AT4G36940	728	860	1126	718	827	834
AT4G36945	205	193	252	179	195	165
AT4G36950	0	1	1	0	0	5
AT4G36960	503	534	611	737	940	849
AT4G36970	220	253	240	207	207	181
AT4G36980	1290	1508	1252	1174	1592	1548
AT4G36990	19	31	33	45	43	54
AT4G37000	1798	1854	1550	1696	1900	1863
AT4G37010	0	0	0	0	0	0
AT4G37020	169	217	169	164	207	159
AT4G37022	0	0	0	0	2	1
AT4G37030	7	12	8	25	31	34
AT4G37040	1253	1412	1496	1063	1211	964
AT4G37050	0	0	0	0	1	1
AT4G37060	0	0	0	0	0	0
AT4G37070	0	0	0	0	0	0
AT4G37080	2196	2477	2746	1865	2289	2107
AT4G37090	296	312	204	164	211	169
AT4G37095	4	4	3	2	1	0
AT4G37100	414	361	471	318	367	342
AT4G37110	521	423	452	253	313	267
AT4G37120	1505	1913	1772	1288	1662	1689
AT4G37130	200	195	236	210	225	208
AT4G37140	0	0	1	1	1	0
AT4G37150	3	7	7	19	21	18
AT4G37160	0	0	0	0	1	0
AT4G37170	52	50	60	31	39	40
AT4G37180	1007	1084	1094	1198	1353	1066
AT4G37190	256	299	347	241	313	262
AT4G37200	1095	1169	1125	1018	1174	1007
AT4G37210	385	377	352	277	313	280
AT4G37220	7	7	4	15	7	14
AT4G37225	14	13	28	39	31	31
AT4G37230	0	1	0	4	5	2
AT4G37235	1	3	0	9	1	5
AT4G37240	32	42	54	46	38	47
AT4G37250	76	119	119	102	89	89
AT4G37260	255	362	309	508	496	546
AT4G37270	1198	1368	1711	1471	1600	1382
AT4G37280	548	482	470	563	665	493
AT4G37290	0	1	0	2	0	0
AT4G37295	1	1	1	5	4	0
AT4G37300	3211	3078	2932	2558	2973	2631
AT4G37310	218	284	390	335	469	390
AT4G37320	39	44	32	30	36	29
AT4G37330	358	374	453	507	609	484
AT4G37340	0	0	0	0	0	0
AT4G37360	0	0	0	0	0	0
AT4G37370	6	13	17	14	33	17
AT4G37380	268	314	308	226	315	306
AT4G37390	16	14	18	13	12	2
AT4G37400	36	47	65	22	38	26
AT4G37409	0	0	0	0	0	0
AT4G37410	0	0	0	0	0	0
AT4G37420	0	1	0	1	2	4
AT4G37430	31	49	28	39	42	42
AT4G37432	68	93	90	249	314	271
AT4G37435	0	0	0	1	0	0
AT4G37440	876	868	913	861	910	825
AT4G37445	28	14	18	22	43	23
AT4G37450	166	155	156	96	128	97
AT4G37460	1561	1871	2005	1604	2092	1752
AT4G37470	378	455	644	509	605	574
AT4G37480	241	301	354	344	497	484
AT4G37483	0	1	2	2	2	1
AT4G37490	61	46	55	27	30	26
AT4G37500	0	0	0	0	0	0
AT4G37510	3975	4182	3975	2817	3245	2753
AT4G37520	71	79	100	162	147	128
AT4G37530	42	46	62	46	34	35
AT4G37540	38	53	33	28	43	24
AT4G37550	1221	1201	1489	1382	1589	1165
AT4G37553	35	35	47	32	32	29
AT4G37560	381	452	592	524	554	441
AT4G37580	62	109	89	44	58	44
AT4G37590	797	857	913	609	885	629
AT4G37608	26	18	25	43	45	34
AT4G37610	117	137	99	115	165	92
AT4G37630	84	106	101	80	101	87
AT4G37640	537	552	596	466	589	534
AT4G37650	195	230	166	157	175	150
AT4G37660	165	143	136	79	90	76
AT4G37670	227	280	344	242	292	214
AT4G37680	716	730	811	568	665	586
AT4G37682	35	48	43	58	52	54
AT4G37685	4	1	5	4	0	2
AT4G37690	2	5	8	6	11	5
AT4G37700	0	0	0	0	0	0
AT4G37710	0	0	0	0	0	0
AT4G37720	0	0	0	0	0	0
AT4G37730	20	14	13	10	11	8
AT4G37740	164	173	161	106	138	107
AT4G37750	207	209	144	140	156	140
AT4G37760	1002	1085	1523	1171	1355	1355
AT4G37770	68	82	58	21	26	29
AT4G37780	0	0	0	0	0	0
AT4G37790	387	415	398	361	458	340
AT4G37800	3053	3880	3716	2790	2755	2451
AT4G37810	11	13	12	4	2	1
AT4G37820	271	267	263	187	302	299
AT4G37830	1490	1419	1665	1367	1363	1222
AT4G37840	0	0	1	0	0	0
AT4G37850	0	0	0	0	0	0
AT4G37860	0	0	0	0	0	0
AT4G37870	2159	2211	2337	2007	2559	2234
AT4G37880	538	545	644	467	575	477
AT4G37890	79	67	69	47	61	49
AT4G37895	3	4	3	3	1	2
AT4G37900	11	18	13	16	19	17
AT4G37910	2923	3006	2578	1781	2272	1642
AT4G37920	1667	1592	1379	871	1080	887
AT4G37925	2711	2167	2004	2117	2592	1928
AT4G37930	34906	38226	52040	36011	40275	36823
AT4G37940	0	0	0	0	0	0
AT4G37950	0	0	0	0	0	0
AT4G37970	9	22	29	22	31	19
AT4G37980	2200	3112	3262	1736	2237	2013
AT4G37990	0	0	0	0	0	0
AT4G38000	0	2	1	3	1	0
AT4G38005	0	1	0	0	0	0
AT4G38010	45	41	42	29	48	21
AT4G38020	152	146	131	108	85	65
AT4G38030	0	0	0	0	1	0
AT4G38040	479	511	583	508	484	476
AT4G38050	104	115	104	81	96	68
AT4G38060	151	200	263	209	238	201
AT4G38062	118	105	60	36	66	49
AT4G38065	0	0	1	0	0	0
AT4G38070	0	0	1	0	1	1
AT4G38080	0	0	0	0	1	2
AT4G38090	377	428	404	350	418	398
AT4G38092	0	1	3	3	8	11
AT4G38100	646	492	588	431	377	257
AT4G38120	405	435	544	467	556	512
AT4G38130	1133	1393	1173	1075	1257	1098
AT4G38140	0	0	0	0	0	0
AT4G38150	133	102	112	85	111	80
AT4G38160	898	763	788	535	617	497
AT4G38170	172	258	236	150	267	207
AT4G38180	103	168	115	110	118	110
AT4G38190	0	0	0	0	0	0
AT4G38200	903	976	1122	1032	1347	1294
AT4G38210	17	23	15	17	26	25
AT4G38213	0	0	0	1	0	2
AT4G38215	5	1	2	3	8	10
AT4G38220	467	555	711	480	536	536
AT4G38225	842	909	1023	749	845	760
AT4G38230	98	117	125	173	218	181
AT4G38240	321	359	415	387	473	415
AT4G38250	934	921	1194	837	914	912
AT4G38260	79	95	94	143	191	129
AT4G38270	300	453	410	492	632	509
AT4G38280	418	339	321	414	460	367
AT4G38290	59	33	38	79	75	49
AT4G38300	7	3	7	7	32	21
AT4G38310	1	4	13	15	19	10
AT4G38320	114	133	175	164	156	146
AT4G38330	90	80	80	112	129	125
AT4G38340	1	0	1	2	2	0
AT4G38350	1483	1644	1798	1147	1539	1396
AT4G38360	499	529	583	572	649	626
AT4G38370	92	97	104	102	106	83
AT4G38380	37	44	44	40	57	44
AT4G38390	0	0	0	0	0	1
AT4G38400	90	86	76	80	41	36
AT4G38401	0	0	0	0	0	0
AT4G38405	0	0	0	0	0	0
AT4G38410	3	0	0	0	0	0
AT4G38420	447	357	308	264	365	232
AT4G38430	700	792	833	571	703	648
AT4G38440	191	208	235	156	234	207
AT4G38460	602	672	714	718	911	800
AT4G38470	892	1090	993	886	1112	918
AT4G38480	59	65	88	61	60	48
AT4G38490	271	255	328	201	241	212
AT4G38495	59	43	63	67	65	53
AT4G38500	462	473	525	478	510	535
AT4G38510	2496	2861	2790	1998	2370	2177
AT4G38520	700	908	859	724	806	737
AT4G38530	33	32	40	23	30	23
AT4G38540	5	9	18	15	19	16
AT4G38545	127	128	147	118	160	131
AT4G38550	681	1326	1384	1415	1987	2144
AT4G38552	152	152	207	182	227	188
AT4G38560	0	2	4	4	6	0
AT4G38570	143	164	175	124	181	148
AT4G38580	129	135	81	99	116	127
AT4G38590	1	1	1	0	1	4
AT4G38600	3110	3635	4089	3121	4107	3809
AT4G38620	257	265	218	204	251	249
AT4G38630	1589	1590	1616	1312	1462	1256
AT4G38640	231	280	281	230	255	233
AT4G38650	72	55	46	41	38	20
AT4G38660	160	182	152	91	110	71
AT4G38670	71	78	72	64	64	56
AT4G38680	761	1086	878	579	743	608
AT4G38690	429	484	604	510	546	521
AT4G38700	67	60	67	74	63	67
AT4G38710	659	764	662	362	603	546
AT4G38730	154	178	171	157	178	167
AT4G38740	3513	4398	5844	4314	4882	4366
AT4G38760	1384	1546	1733	1269	1739	1578
AT4G38770	12496	14877	13451	13863	16259	15461
AT4G38775	28	25	38	22	31	21
AT4G38780	35	49	31	37	45	51
AT4G38781	0	0	0	0	0	0
AT4G38790	162	250	274	185	220	197
AT4G38800	816	861	933	703	874	749
AT4G38810	1000	1058	1029	929	1053	832
AT4G38820	2	0	0	0	0	0
AT4G38825	17	24	20	15	19	9
AT4G38830	6	0	6	2	2	1
AT4G38840	1667	1942	2410	1590	2117	1752
AT4G38850	275	334	355	275	378	310
AT4G38860	2017	2010	2236	1837	1840	1439
AT4G38870	1	4	2	2	3	0
AT4G38880	0	0	1	0	0	0
AT4G38890	980	946	1035	742	928	784
AT4G38900	660	689	704	593	726	648
AT4G38905	0	1	0	0	1	2
AT4G38910	101	73	82	97	133	107
AT4G38920	1900	1826	2941	1933	1976	1663
AT4G38930	447	439	446	303	327	319
AT4G38932	172	197	259	263	254	223
AT4G38940	51	73	65	57	77	52
AT4G38950	1297	995	1078	807	982	673
AT4G38960	93	67	135	168	211	162
AT4G38970	40915	49841	44918	41408	46095	38072
AT4G38980	174	154	197	132	131	110
AT4G38990	0	0	0	0	0	0
AT4G39000	0	2	0	0	0	0
AT4G39010	60	47	40	18	26	18
AT4G39020	0	0	0	0	0	0
AT4G39030	39	31	34	21	29	21
AT4G39040	3231	2567	1924	1928	2038	1907
AT4G39050	2389	2770	2760	2174	2766	2559
AT4G39060	0	0	0	1	0	0
AT4G39070	2	6	1	6	3	2
AT4G39080	5153	5460	6243	4635	5073	4884
AT4G39090	3589	3991	5815	3711	4571	4350
AT4G39100	487	575	681	687	951	803
AT4G39110	84	106	101	60	94	95
AT4G39120	572	548	673	637	654	607
AT4G39130	0	0	0	0	0	0
AT4G39140	347	375	387	351	442	367
AT4G39150	1343	1396	1565	1028	1162	1030
AT4G39160	290	345	279	190	291	237
AT4G39170	793	969	936	634	757	789
AT4G39180	282	312	328	413	498	477
AT4G39190	204	161	159	83	156	117
AT4G39200	2148	1490	1522	1105	1159	809
AT4G39210	496	490	560	506	595	574
AT4G39220	361	265	355	334	320	284
AT4G39230	43	63	36	36	47	36
AT4G39235	53	52	56	43	39	41
AT4G39240	347	353	413	350	377	354
AT4G39250	1	0	0	0	1	0
AT4G39260	587	730	777	331	614	601
AT4G39270	59	56	62	59	88	59
AT4G39280	1081	1136	1156	711	986	921
AT4G39290	0	0	0	0	0	0
AT4G39300	84	71	100	55	60	45
AT4G39320	29	24	20	11	16	17
AT4G39330	4490	3798	3974	2727	3198	2525
AT4G39340	0	0	0	0	0	0
AT4G39350	6162	6728	7825	6083	7034	6716
AT4G39360	0	0	0	0	0	0
AT4G39361	2	1	2	0	0	0
AT4G39363	24	17	11	15	10	6
AT4G39364	6	0	1	0	2	2
AT4G39366	28	9	10	31	19	29
AT4G39370	136	146	162	173	201	226
AT4G39380	122	111	126	85	77	69
AT4G39390	169	155	185	139	151	130
AT4G39400	3379	4085	4430	3185	4112	3891
AT4G39403	1	2	1	1	2	0
AT4G39404	0	0	0	0	1	0
AT4G39410	25	36	33	30	26	21
AT4G39420	3098	3748	4233	3058	4016	3887
AT4G39460	1234	1312	1292	773	888	643
AT4G39470	361	383	320	438	576	414
AT4G39480	6	2	6	0	2	0
AT4G39490	0	1	0	0	1	0
AT4G39500	0	0	0	0	0	0
AT4G39510	812	873	807	640	878	744
AT4G39520	1316	1323	1462	1017	1212	1041
AT4G39530	56	64	74	45	65	48
AT4G39540	634	739	727	570	601	488
AT4G39550	58	66	45	52	75	61
AT4G39560	111	96	97	122	140	117
AT4G39570	154	163	173	105	129	129
AT4G39580	4	5	7	10	7	9
AT4G39590	0	0	0	0	0	0
AT4G39600	38	49	67	32	49	66
AT4G39610	0	0	0	0	1	0
AT4G39620	522	610	694	1615	1968	1570
AT4G39630	32	18	15	16	10	12
AT4G39640	772	1062	1205	863	1123	1106
AT4G39650	0	0	0	0	0	0
AT4G39660	617	683	766	514	579	538
AT4G39670	1	0	1	1	5	2
AT4G39675	0	0	0	0	0	0
AT4G39680	1495	1534	1749	1419	1831	1644
AT4G39690	964	1040	941	745	922	804
AT4G39700	6	6	5	4	8	9
AT4G39710	1550	1532	1874	1591	1732	1455
AT4G39720	13	19	15	10	9	16
AT4G39730	1366	1317	1583	1349	1474	1301
AT4G39740	85	66	46	60	61	63
AT4G39745	0	0	0	0	0	0
AT4G39750	0	0	0	0	0	0
AT4G39753	0	0	0	0	0	0
AT4G39756	0	0	0	0	0	0
AT4G39760	0	0	0	0	0	0
AT4G39770	399	563	522	431	504	493
AT4G39780	109	115	147	152	169	114
