TXNAME	GENEID
KQL29312	SETIT_019716mg
KQL29314	SETIT_018090mg
KQL29319	SETIT_020388mg
KQL29320	SETIT_019922mg
KQL29321	SETIT_016129mg
KQL29323	SETIT_019178mg
KQL29324	SETIT_020059mg
KQL29327	SETIT_017309mg
KQL29328	SETIT_019230mg
KQL29329	SETIT_017228mg
KQL29330	SETIT_018632mg
KQL29334	SETIT_017890mg
KQL29335	SETIT_020562mg
KQL29336	SETIT_020562mg
KQL29337	SETIT_020562mg
KQL29343	SETIT_019603mg
KQL29346	SETIT_019588mg
KQL29348	SETIT_018369mg
KQL29349	SETIT_020644mg
KQL29350	SETIT_018622mg
KQL29353	SETIT_019947mg
KQL29354	SETIT_017826mg
KQL29355	SETIT_017826mg
KQL29356	SETIT_017826mg
KQL29359	SETIT_020274mg
KQL29361	SETIT_019898mg
KQL29365	SETIT_018036mg
KQL29368	SETIT_019769mg
KQL29369	SETIT_020115mg
KQL29370	SETIT_018101mg
KQL29373	SETIT_020100mg
KQL29374	SETIT_018536mg
KQL29377	SETIT_019166mg
ENSRNA050012246-T1	ENSRNA050012246
KQL29378	SETIT_019408mg
ENSRNA049910913-T1	ENSRNA049910913
KQL29379	SETIT_020147mg
KQL29382	SETIT_019505mg
KQL29383	SETIT_020242mg
KQL29384	SETIT_019750mg
KQL29385	SETIT_019481mg
KQL29386	SETIT_019087mg
KQL29387	SETIT_020638mg
KQL29388	SETIT_019094mg
KQL29389	SETIT_019774mg
KQL29390	SETIT_019428mg
KQL29392	SETIT_016757mg
KQL29397	SETIT_017853mg
KQL29398	SETIT_016951mg
KQL29401	SETIT_019313mg
KQL29405	SETIT_020408mg
KQL29406	SETIT_017838mg
KQL29409	SETIT_019088mg
KQL29412	SETIT_018999mg
KQL29418	SETIT_020434mg
KQL29420	SETIT_019500mg
KQL29422	SETIT_020466mg
KQL29423	SETIT_019024mg
KQL29424	SETIT_019421mg
KQL29427	SETIT_017848mg
KQL29428	SETIT_018750mg
KQL29429	SETIT_020272mg
KQL29431	SETIT_020533mg
KQL29432	SETIT_019020mg
KQL29435	SETIT_019938mg
KQL29437	SETIT_019753mg
KQL29440	SETIT_018658mg
KQL29441	SETIT_018658mg
KQL29442	SETIT_018312mg
KQL29443	SETIT_020144mg
KQL29446	SETIT_018998mg
KQL29449	SETIT_019717mg
KQL29450	SETIT_019035mg
KQL29451	SETIT_019317mg
KQL29453	SETIT_019436mg
KQL29454	SETIT_020006mg
KQL29455	SETIT_020156mg
KQL29456	SETIT_020372mg
KQL29457	SETIT_019924mg
KQL29459	SETIT_019079mg
KQL29460	SETIT_017886mg
KQL29461	SETIT_019966mg
KQL29462	SETIT_018727mg
KQL29465	SETIT_018817mg
KQL29463	SETIT_018817mg
KQL29464	SETIT_018817mg
KQL29466	SETIT_018545mg
KQL29472	SETIT_017324mg
KQL29473	SETIT_020619mg
KQL29474	SETIT_017261mg
KQL29475	SETIT_020524mg
KQL29480	SETIT_017804mg
KQL29479	SETIT_020591mg
KQL29482	SETIT_019446mg
KQL29484	SETIT_018106mg
KQL29486	SETIT_017979mg
KQL29487	SETIT_020393mg
KQL29488	SETIT_018270mg
KQL29489	SETIT_018362mg
KQL29490	SETIT_017492mg
KQL29491	SETIT_019419mg
KQL29492	SETIT_019666mg
KQL29497	SETIT_018008mg
KQL29498	SETIT_020616mg
KQL29499	SETIT_019342mg
KQL29501	SETIT_019131mg
KQL29502	SETIT_020024mg
KQL29503	SETIT_018834mg
KQL29504	SETIT_019642mg
KQL29505	SETIT_019800mg
KQL29506	SETIT_020612mg
KQL29508	SETIT_020109mg
KQL29512	SETIT_019961mg
KQL29516	SETIT_019394mg
KQL29517	SETIT_016308mg
KQL29518	SETIT_019366mg
KQL29522	SETIT_019120mg
KQL29524	SETIT_019212mg
KQL29528	SETIT_016168mg
KQL29529	SETIT_017831mg
KQL29530	SETIT_017678mg
KQL29531	SETIT_019766mg
KQL29532	SETIT_019487mg
KQL29533	SETIT_018485mg
KQL29534	SETIT_019119mg
KQL29535	SETIT_020128mg
KQL29539	SETIT_019900mg
KQL29541	SETIT_018840mg
KQL29542	SETIT_016692mg
KQL29543	SETIT_019268mg
KQL29544	SETIT_019786mg
KQL29546	SETIT_017815mg
KQL29548	SETIT_019310mg
KQL29549	SETIT_019934mg
KQL29551	SETIT_019633mg
KQL29554	SETIT_016724mg
KQL29556	SETIT_019894mg
KQL29560	SETIT_019045mg
KQL29563	SETIT_020092mg
KQL29564	SETIT_017521mg
KQL29569	SETIT_020311mg
KQL29570	SETIT_018133mg
KQL29571	SETIT_020321mg
KQL29572	SETIT_018416mg
KQL29575	SETIT_019509mg
KQL29576	SETIT_019973mg
KQL29578	SETIT_020119mg
KQL29580	SETIT_020264mg
KQL29581	SETIT_019885mg
KQL29582	SETIT_020208mg
KQL29583	SETIT_016932mg
KQL29589	SETIT_020522mg
KQL29593	SETIT_020316mg
KQL29595	SETIT_020342mg
KQL29596	SETIT_019261mg
KQL29599	SETIT_019015mg
KQL29603	SETIT_017645mg
KQL29604	SETIT_019513mg
KQL29605	SETIT_016880mg
KQL29607	SETIT_020486mg
KQL29606	SETIT_020486mg
KQL29608	SETIT_017375mg
KQL29609	SETIT_018706mg
KQL29610	SETIT_018706mg
KQL29611	SETIT_018706mg
KQL29612	SETIT_016689mg
KQL29614	SETIT_018173mg
KQL29615	SETIT_018173mg
KQL29616	SETIT_016232mg
KQL29617	SETIT_016335mg
KQL29618	SETIT_016335mg
KQL29619	SETIT_019135mg
KQL29620	SETIT_019605mg
KQL29621	SETIT_020448mg
KQL29622	SETIT_017168mg
KQL29628	SETIT_019819mg
KQL29633	SETIT_019182mg
KQL29635	SETIT_017287mg
KQL29634	SETIT_020397mg
KQL29644	SETIT_016187mg
KQL29648	SETIT_016670mg
KQL29649	SETIT_017336mg
KQL29651	SETIT_0161932mg
KQL29652	SETIT_0161931mg
KQL29653	SETIT_017924mg
KQL29654	SETIT_018869mg
KQL29655	SETIT_019687mg
KQL29658	SETIT_019825mg
KQL29661	SETIT_020606mg
KQL29663	SETIT_016204mg
KQL29665	SETIT_020301mg
KQL29672	SETIT_018532mg
KQL29674	SETIT_020283mg
KQL29680	SETIT_019696mg
KQL29681	SETIT_019301mg
KQL29683	SETIT_016809mg
KQL29686	SETIT_019551mg
KQL29687	SETIT_019962mg
KQL29688	SETIT_019678mg
KQL29690	SETIT_019739mg
KQL29691	SETIT_016452mg
KQL29693	SETIT_020053mg
KQL29696	SETIT_019502mg
KQL29697	SETIT_019071mg
KQL29706	SETIT_018648mg
KQL29707	SETIT_019082mg
KQL29708	SETIT_019850mg
KQL29709	SETIT_016216mg
KQL29712	SETIT_016903mg
KQL29717	SETIT_017793mg
KQL29718	SETIT_017793mg
KQL29722	SETIT_018306mg
KQL29723	SETIT_020149mg
KQL29726	SETIT_020061mg
KQL29727	SETIT_018710mg
KQL29730	SETIT_016885mg
KQL29731	SETIT_017330mg
KQL29732	SETIT_019793mg
KQL29733	SETIT_018561mg
KQL29734	SETIT_018561mg
KQL29736	SETIT_017327mg
KQL29739	SETIT_019989mg
KQL29742	SETIT_016735mg
KQL29743	SETIT_017012mg
KQL29744	SETIT_018788mg
KQL29745	SETIT_018788mg
KQL29746	SETIT_018788mg
KQL29748	SETIT_018660mg
KQL29750	SETIT_018469mg
KQL29751	SETIT_018483mg
KQL29753	SETIT_020304mg
KQL29760	SETIT_018365mg
KQL29761	SETIT_016461mg
KQL29765	SETIT_020583mg
KQL29766	SETIT_019445mg
KQL29767	SETIT_017801mg
KQL29768	SETIT_0191412mg
KQL29769	SETIT_0191411mg
KQL29770	SETIT_019412mg
KQL29771	SETIT_017708mg
KQL29772	SETIT_017693mg
KQL29773	SETIT_018105mg
KQL29774	SETIT_020299mg
KQL29776	SETIT_016065mg
KQL29777	SETIT_019075mg
KQL29779	SETIT_016246mg
KQL29780	SETIT_016246mg
KQL29781	SETIT_016246mg
KQL29783	SETIT_019501mg
KQL29784	SETIT_017491mg
KQL29785	SETIT_019095mg
KQL29786	SETIT_017295mg
KQL29788	SETIT_016440mg
KQL29790	SETIT_019006mg
KQL29792	SETIT_017495mg
KQL29793	SETIT_017495mg
KQL29791	SETIT_017495mg
KQL29794	SETIT_016892mg
KQL29795	SETIT_017530mg
KQL29796	SETIT_017215mg
KQL29798	SETIT_016947mg
KQL29799	SETIT_016947mg
KQL29800	SETIT_019037mg
KQL29805	SETIT_019231mg
KQL29807	SETIT_020288mg
KQL29812	SETIT_016210mg
KQL29813	SETIT_016210mg
KQL29815	SETIT_016759mg
KQL29816	SETIT_018024mg
KQL29817	SETIT_018065mg
KQL29818	SETIT_017280mg
ENSRNA049910914-T1	ENSRNA049910914
KQL29820	SETIT_018289mg
KQL29821	SETIT_019641mg
KQL29824	SETIT_020215mg
KQL29825	SETIT_019690mg
KQL29826	SETIT_017328mg
KQL29827	SETIT_017328mg
KQL29828	SETIT_017843mg
KQL29829	SETIT_018366mg
KQL29831	SETIT_0199812mg
KQL29832	SETIT_0199811mg
KQL29834	SETIT_018916mg
KQL29833	SETIT_018916mg
KQL29838	SETIT_019333mg
KQL29841	SETIT_0198692mg
KQL29842	SETIT_0198691mg
KQL29844	SETIT_019918mg
KQL29846	SETIT_019933mg
KQL29852	SETIT_016421mg
KQL29853	SETIT_019351mg
KQL29856	SETIT_016236mg
KQL29859	SETIT_018947mg
KQL29861	SETIT_016196mg
KQL29865	SETIT_016916mg
KQL29870	SETIT_016691mg
KQL29871	SETIT_018123mg
KQL29875	SETIT_020630mg
KQL29876	SETIT_018856mg
KQL29877	SETIT_019923mg
KQL29879	SETIT_017351mg
KQL29881	SETIT_017561mg
KQL29882	SETIT_020585mg
KQL29884	SETIT_020123mg
KQL29885	SETIT_019806mg
KQL29887	SETIT_017992mg
KQL29888	SETIT_017992mg
KQL29889	SETIT_019721mg
KQL29890	SETIT_018330mg
KQL29893	SETIT_017557mg
KQL29895	SETIT_018741mg
KQL29896	SETIT_020039mg
KQL29898	SETIT_016754mg
KQL29901	SETIT_018326mg
KQL29903	SETIT_017292mg
KQL29905	SETIT_018496mg
KQL29906	SETIT_018810mg
KQL29907	SETIT_018097mg
KQL29909	SETIT_018442mg
KQL29910	SETIT_020347mg
KQL29911	SETIT_019520mg
KQL29913	SETIT_019828mg
KQL29917	SETIT_016425mg
KQL29918	SETIT_020210mg
KQL29921	SETIT_019773mg
KQL29920	SETIT_020476mg
KQL29922	SETIT_019205mg
ENSRNA049910916-T1	ENSRNA049910916
KQL29929	SETIT_020197mg
KQL29930	SETIT_016355mg
KQL29931	SETIT_016173mg
KQL29933	SETIT_019357mg
KQL29934	SETIT_020375mg
KQL29935	SETIT_016747mg
KQL29936	SETIT_016747mg
KQL29937	SETIT_016284mg
KQL29938	SETIT_016284mg
KQL29939	SETIT_016284mg
KQL29942	SETIT_018630mg
KQL29944	SETIT_017223mg
KQL29946	SETIT_017033mg
KQL29948	SETIT_018928mg
KQL29950	SETIT_019787mg
KQL29952	SETIT_017397mg
KQL29953	SETIT_018519mg
KQL29956	SETIT_019653mg
KQL29957	SETIT_017909mg
KQL29959	SETIT_019305mg
KQL29963	SETIT_017908mg
KQL29964	SETIT_017935mg
KQL29965	SETIT_019745mg
KQL29966	SETIT_017798mg
KQL29968	SETIT_018784mg
KQL29970	SETIT_016952mg
ENSRNA050012503-T1	ENSRNA050012503
KQL29971	SETIT_016111mg
KQL29973	SETIT_016444mg
KQL29986	SETIT_019963mg
KQL29987	SETIT_020270mg
KQL29989	SETIT_017660mg
KQL29990	SETIT_019434mg
KQL29993	SETIT_016122mg
KQL29994	SETIT_016733mg
KQL29995	SETIT_016732mg
KQL29998	SETIT_020281mg
KQL29999	SETIT_020273mg
KQL30002	SETIT_020336mg
KQL30003	SETIT_019946mg
KQL30004	SETIT_018798mg
KQL30005	SETIT_018798mg
KQL30006	SETIT_016071mg
KQL30012	SETIT_017333mg
KQL30016	SETIT_019943mg
KQL30017	SETIT_018368mg
KQL30018	SETIT_017161mg
ENSRNA049910918-T1	ENSRNA049910918
KQL30022	SETIT_016770mg
ENSRNA050012497-T1	ENSRNA050012497
KQL30027	SETIT_016160mg
KQL30029	SETIT_017650mg
KQL30030	SETIT_019051mg
KQL30031	SETIT_017258mg
KQL30033	SETIT_019152mg
KQL30034	SETIT_018243mg
KQL30035	SETIT_018243mg
KQL30036	SETIT_018243mg
KQL30038	SETIT_016707mg
KQL30040	SETIT_018167mg
KQL30051	SETIT_018781mg
KQL30058	SETIT_016500mg
KQL30063	SETIT_016871mg
KQL30064	SETIT_016871mg
KQL30067	SETIT_018989mg
KQL30071	SETIT_019169mg
KQL30073	SETIT_019115mg
KQL30075	SETIT_016601mg
KQL30076	SETIT_016601mg
KQL30074	SETIT_020587mg
KQL30077	SETIT_018944mg
KQL30083	SETIT_018823mg
KQL30087	SETIT_017571mg
KQL30088	SETIT_019974mg
KQL30090	SETIT_0183712mg
KQL30091	SETIT_0183711mg
KQL30092	SETIT_020395mg
KQL30093	SETIT_020566mg
KQL30094	SETIT_018953mg
KQL30095	SETIT_020325mg
KQL30100	SETIT_016606mg
KQL30104	SETIT_019100mg
ENSRNA049910919-T1	ENSRNA049910919
KQL30106	SETIT_019401mg
KQL30107	SETIT_019574mg
ENSRNA049910922-T1	ENSRNA049910922
KQL30108	SETIT_019984mg
KQL30110	SETIT_019484mg
KQL30111	SETIT_016865mg
ENSRNA049910924-T1	ENSRNA049910924
KQL30116	SETIT_018677mg
KQL30118	SETIT_019150mg
KQL30119	SETIT_017166mg
KQL30121	SETIT_016498mg
KQL30123	SETIT_019390mg
KQL30128	SETIT_017272mg
KQL30129	SETIT_018940mg
KQL30130	SETIT_016784mg
KQL30133	SETIT_019171mg
KQL30134	SETIT_020159mg
KQL30138	SETIT_018284mg
KQL30139	SETIT_016793mg
KQL30143	SETIT_020432mg
KQL30144	SETIT_016503mg
KQL30145	SETIT_020543mg
KQL30148	SETIT_020595mg
KQL30150	SETIT_016900mg
KQL30151	SETIT_016921mg
KQL30152	SETIT_019893mg
KQL30156	SETIT_017107mg
KQL30157	SETIT_016815mg
KQL30158	SETIT_017153mg
KQL30161	SETIT_020599mg
KQL30162	SETIT_018229mg
KQL30163	SETIT_019001mg
KQL30165	SETIT_016407mg
KQL30166	SETIT_019022mg
KQL30168	SETIT_016944mg
KQL30169	SETIT_016944mg
KQL30170	SETIT_017526mg
KQL30174	SETIT_019415mg
KQL30177	SETIT_018848mg
KQL30179	SETIT_016713mg
KQL30181	SETIT_020084mg
KQL30183	SETIT_019188mg
KQL30184	SETIT_019674mg
KQL30185	SETIT_019999mg
KQL30186	SETIT_017025mg
KQL30187	SETIT_019477mg
KQL30188	SETIT_016991mg
KQL30190	SETIT_018725mg
KQL30191	SETIT_018450mg
KQL30193	SETIT_018108mg
KQL30194	SETIT_018108mg
KQL30192	SETIT_020411mg
KQL30195	SETIT_017567mg
KQL30197	SETIT_017567mg
KQL30196	SETIT_017567mg
KQL30198	SETIT_017851mg
KQL30199	SETIT_019337mg
KQL30200	SETIT_019862mg
KQL30205	SETIT_020232mg
KQL30206	SETIT_020196mg
KQL30207	SETIT_019847mg
KQL30210	SETIT_016853mg
KQL30213	SETIT_019760mg
KQL30214	SETIT_016220mg
KQL30215	SETIT_019833mg
KQL30218	SETIT_019044mg
KQL30219	SETIT_018819mg
KQL30231	SETIT_017663mg
KQL30233	SETIT_018057mg
KQL30234	SETIT_018057mg
ENSRNA049910926-T1	ENSRNA049910926
KQL30236	SETIT_019906mg
KQL30239	SETIT_018349mg
KQL30240	SETIT_019879mg
KQL30241	SETIT_019296mg
KQL30242	SETIT_016118mg
KQL30243	SETIT_017729mg
KQL30244	SETIT_019322mg
KQL30245	SETIT_018854mg
KQL30247	SETIT_016242mg
KQL30248	SETIT_019254mg
KQL30250	SETIT_017089mg
KQL30252	SETIT_018337mg
KQL30254	SETIT_018387mg
ENSRNA050012499-T1	ENSRNA050012499
KQL30258	SETIT_016569mg
KQL30264	SETIT_018702mg
KQL30265	SETIT_020204mg
ENSRNA050012501-T1	ENSRNA050012501
KQL30268	SETIT_019358mg
KQL30272	SETIT_016769mg
KQL30271	SETIT_020312mg
KQL30274	SETIT_019964mg
KQL30278	SETIT_017960mg
KQL30279	SETIT_017960mg
KQL30280	SETIT_019346mg
KQL30282	SETIT_017658mg
KQL30283	SETIT_017658mg
KQL30284	SETIT_017658mg
KQL30285	SETIT_017658mg
KQL30286	SETIT_017658mg
KQL30281	SETIT_020628mg
KQL30287	SETIT_020138mg
KQL30291	SETIT_016617mg
KQL30292	SETIT_016617mg
KQL30296	SETIT_020071mg
KQL30299	SETIT_017119mg
KQL30300	SETIT_016924mg
KQL30310	SETIT_019475mg
KQL30313	SETIT_020579mg
KQL30314	SETIT_019681mg
KQL30315	SETIT_019227mg
KQL30318	SETIT_0172482mg
KQL30319	SETIT_0172481mg
KQL30323	SETIT_018554mg
KQL30324	SETIT_016827mg
KQL30325	SETIT_0199962mg
KQL30326	SETIT_0199961mg
KQL30327	SETIT_020259mg
KQL30330	SETIT_018852mg
KQL30335	SETIT_016075mg
KQL30336	SETIT_020401mg
KQL30337	SETIT_016568mg
KQL30338	SETIT_016568mg
KQL30339	SETIT_019297mg
KQL30340	SETIT_017471mg
KQL30343	SETIT_016930mg
KQL30342	SETIT_016930mg
KQL30346	SETIT_017094mg
KQL30347	SETIT_017082mg
KQL30348	SETIT_016962mg
KQL30349	SETIT_016466mg
KQL30350	SETIT_016466mg
KQL30356	SETIT_020189mg
KQL30357	SETIT_016520mg
KQL30358	SETIT_018629mg
KQL30359	SETIT_018629mg
KQL30360	SETIT_018629mg
KQL30361	SETIT_017057mg
KQL30363	SETIT_020549mg
KQL30368	SETIT_019511mg
KQL30370	SETIT_018664mg
KQL30374	SETIT_017194mg
KQL30378	SETIT_018693mg
KQL30381	SETIT_019609mg
KQL30384	SETIT_018948mg
KQL30386	SETIT_017114mg
KQL30390	SETIT_016906mg
KQL30395	SETIT_018061mg
KQL30396	SETIT_016650mg
KQL30399	SETIT_019002mg
KQL30401	SETIT_017654mg
KQL30402	SETIT_019019mg
ENSRNA049910927-T1	ENSRNA049910927
KQL30408	SETIT_019312mg
KQL30410	SETIT_018242mg
KQL30411	SETIT_018259mg
KQL30412	SETIT_018325mg
KQL30413	SETIT_020045mg
KQL30414	SETIT_018056mg
KQL30416	SETIT_016708mg
KQL30419	SETIT_017046mg
KQL30420	SETIT_018942mg
KQL30423	SETIT_018568mg
KQL30424	SETIT_017414mg
KQL30432	SETIT_019877mg
KQL30433	SETIT_020479mg
KQL30435	SETIT_017428mg
KQL30436	SETIT_020284mg
KQL30439	SETIT_017413mg
KQL30440	SETIT_017413mg
KQL30441	SETIT_017413mg
KQL30444	SETIT_018800mg
KQL30447	SETIT_016553mg
KQL30446	SETIT_016553mg
KQL30450	SETIT_020454mg
KQL30452	SETIT_016550mg
KQL30453	SETIT_016926mg
KQL30454	SETIT_017771mg
KQL30455	SETIT_018593mg
KQL30456	SETIT_018530mg
KQL30457	SETIT_019114mg
KQL30466	SETIT_017085mg
KQL30470	SETIT_019282mg
KQL30472	SETIT_018667mg
KQL30473	SETIT_018667mg
KQL30475	SETIT_017005mg
KQL30474	SETIT_017005mg
KQL30477	SETIT_017668mg
KQL30476	SETIT_017668mg
KQL30479	SETIT_016558mg
KQL30480	SETIT_018096mg
KQL30482	SETIT_016385mg
KQL30489	SETIT_0201162mg
KQL30491	SETIT_0201163mg
KQL30492	SETIT_0201161mg
KQL30493	SETIT_016936mg
KQL30495	SETIT_019552mg
KQL30496	SETIT_016282mg
KQL30498	SETIT_017214mg
KQL30499	SETIT_020446mg
KQL30504	SETIT_019097mg
KQL30505	SETIT_019564mg
KQL30509	SETIT_020214mg
KQL30514	SETIT_017576mg
KQL30515	SETIT_019675mg
KQL30518	SETIT_018966mg
KQL30519	SETIT_018809mg
ENSRNA050012303-T1	ENSRNA050012303
KQL30520	SETIT_018744mg
KQL30521	SETIT_016922mg
KQL30522	SETIT_020198mg
KQL30526	SETIT_019876mg
KQL30527	SETIT_019689mg
KQL30531	SETIT_019608mg
KQL30532	SETIT_020484mg
KQL30533	SETIT_018770mg
KQL30534	SETIT_017026mg
KQL30536	SETIT_019326mg
KQL30539	SETIT_019665mg
KQL30540	SETIT_020054mg
KQL30543	SETIT_020608mg
KQL30544	SETIT_018820mg
KQL30545	SETIT_017316mg
KQL30546	SETIT_017316mg
KQL30549	SETIT_017146mg
KQL30552	SETIT_018376mg
KQL30553	SETIT_018376mg
KQL30556	SETIT_018001mg
KQL30560	SETIT_019777mg
KQL30561	SETIT_017915mg
KQL30564	SETIT_018808mg
KQL30565	SETIT_019949mg
KQL30571	SETIT_016475mg
KQL30573	SETIT_016531mg
KQL30574	SETIT_017311mg
KQL30575	SETIT_017311mg
KQL30577	SETIT_018992mg
KQL30578	SETIT_018209mg
KQL30580	SETIT_017709mg
KQL30581	SETIT_017709mg
KQL30579	SETIT_017709mg
KQL30583	SETIT_016509mg
KQL30582	SETIT_016509mg
KQL30585	SETIT_018709mg
KQL30587	SETIT_017990mg
KQL30589	SETIT_018900mg
KQL30591	SETIT_020482mg
KQL30592	SETIT_016745mg
KQL30593	SETIT_018719mg
KQL30596	SETIT_019164mg
KQL30598	SETIT_016408mg
KQL30608	SETIT_020243mg
KQL30610	SETIT_017139mg
KQL30613	SETIT_016302mg
KQL30617	SETIT_020568mg
KQL30619	SETIT_016654mg
KQL30620	SETIT_016654mg
KQL30624	SETIT_017468mg
KQL30625	SETIT_019382mg
KQL30626	SETIT_017175mg
KQL30628	SETIT_018239mg
KQL30629	SETIT_016877mg
KQL30630	SETIT_017596mg
KQL30631	SETIT_016201mg
KQL30632	SETIT_018521mg
ENSRNA049910930-T1	ENSRNA049910930
KQL30633	SETIT_018805mg
KQL30634	SETIT_018805mg
KQL30636	SETIT_020353mg
KQL30638	SETIT_019644mg
KQL30641	SETIT_020640mg
ENSRNA049910932-T1	ENSRNA049910932
KQL30642	SETIT_018419mg
KQL30643	SETIT_019824mg
KQL30645	SETIT_019197mg
KQL30646	SETIT_019255mg
KQL30647	SETIT_017319mg
KQL30650	SETIT_018618mg
KQL30651	SETIT_018323mg
KQL30652	SETIT_018323mg
KQL30655	SETIT_018910mg
KQL30659	SETIT_016273mg
KQL30660	SETIT_016243mg
KQL30661	SETIT_016243mg
KQL30662	SETIT_020564mg
KQL30664	SETIT_020205mg
KQL30665	SETIT_018077mg
KQL30666	SETIT_018077mg
KQL30667	SETIT_018077mg
KQL30669	SETIT_016981mg
KQL30670	SETIT_016981mg
KQL30673	SETIT_019208mg
KQL30675	SETIT_018093mg
KQL30676	SETIT_018093mg
KQL30677	SETIT_018093mg
KQL30681	SETIT_019872mg
KQL30682	SETIT_019571mg
KQL30683	SETIT_017888mg
KQL30684	SETIT_017888mg
KQL30685	SETIT_019057mg
KQL30686	SETIT_017884mg
KQL30688	SETIT_017947mg
KQL30689	SETIT_016927mg
KQL30690	SETIT_017934mg
ENSRNA049910935-T1	ENSRNA049910935
KQL30696	SETIT_016818mg
KQL30699	SETIT_018069mg
KQL30701	SETIT_018381mg
KQL30702	SETIT_017938mg
KQL30704	SETIT_016749mg
KQL30705	SETIT_016749mg
KQL30708	SETIT_020254mg
KQL30710	SETIT_017219mg
KQL30711	SETIT_020187mg
KQL30712	SETIT_020125mg
KQL30713	SETIT_018081mg
KQL30714	SETIT_018700mg
KQL30715	SETIT_018700mg
KQL30716	SETIT_018700mg
KQL30718	SETIT_017221mg
KQL30722	SETIT_020565mg
KQL30727	SETIT_016322mg
KQL30732	SETIT_018116mg
KQL30733	SETIT_018116mg
KQL30735	SETIT_016130mg
ENSRNA050012324-T1	ENSRNA050012324
ENSRNA050012313-T1	ENSRNA050012313
ENSRNA050012292-T1	ENSRNA050012292
ENSRNA050012291-T1	ENSRNA050012291
ENSRNA050012294-T1	ENSRNA050012294
KQL30750	SETIT_019214mg
KQL30753	SETIT_019832mg
KQL30754	SETIT_019117mg
KQL30755	SETIT_018486mg
KQL30756	SETIT_017922mg
KQL30757	SETIT_016851mg
KQL30758	SETIT_017896mg
KQL30759	SETIT_017912mg
KQL30760	SETIT_017988mg
KQL30763	SETIT_020332mg
KQL30766	SETIT_019191mg
KQL30767	SETIT_017790mg
KQL30770	SETIT_017597mg
KQL30771	SETIT_018355mg
KQL30779	SETIT_016730mg
KQL30780	SETIT_016730mg
KQL30783	SETIT_020525mg
KQL30785	SETIT_016701mg
KQL30786	SETIT_017322mg
KQL30787	SETIT_017995mg
KQL30788	SETIT_019772mg
KQL30789	SETIT_017865mg
KQL30791	SETIT_017738mg
KQL30797	SETIT_016768mg
KQL30795	SETIT_016768mg
KQL30796	SETIT_016768mg
KQL30801	SETIT_020330mg
KQL30803	SETIT_019241mg
KQL30804	SETIT_018104mg
KQL30805	SETIT_016905mg
KQL30806	SETIT_017930mg
KQL30810	SETIT_019899mg
KQL30811	SETIT_020018mg
KQL30812	SETIT_019223mg
KQL30813	SETIT_019070mg
KQL30815	SETIT_019631mg
KQL30817	SETIT_018708mg
KQL30826	SETIT_019103mg
KQL30827	SETIT_018074mg
KQL30828	SETIT_019703mg
KQL30829	SETIT_018227mg
KQL30830	SETIT_018227mg
KQL30831	SETIT_019507mg
KQL30832	SETIT_019224mg
KQL30835	SETIT_018260mg
KQL30837	SETIT_0165082mg
KQL30838	SETIT_0165081mg
KQL30844	SETIT_018223mg
KQL30845	SETIT_016106mg
KQL30848	SETIT_019083mg
KQL30849	SETIT_016623mg
KQL30850	SETIT_016623mg
KQL30852	SETIT_019783mg
KQL30853	SETIT_016587mg
KQL30854	SETIT_017060mg
KQL30856	SETIT_019583mg
KQL30857	SETIT_016212mg
KQL30858	SETIT_019030mg
KQL30859	SETIT_017731mg
KQL30860	SETIT_017731mg
KQL30865	SETIT_018412mg
KQL30866	SETIT_019168mg
KQL30867	SETIT_019329mg
KQL30868	SETIT_016858mg
KQL30870	SETIT_019101mg
KQL30873	SETIT_016860mg
KQL30875	SETIT_016230mg
KQL30878	SETIT_016854mg
KQL30883	SETIT_017439mg
KQL30884	SETIT_020317mg
KQL30885	SETIT_020495mg
KQL30886	SETIT_016405mg
KQL30890	SETIT_018635mg
KQL30891	SETIT_017299mg
KQL30894	SETIT_017610mg
KQL30896	SETIT_016736mg
KQL30897	SETIT_020277mg
KQL30898	SETIT_019625mg
KQL30900	SETIT_019110mg
KQL30901	SETIT_016419mg
KQL30903	SETIT_016493mg
KQL30904	SETIT_018767mg
KQL30905	SETIT_017010mg
KQL30906	SETIT_019606mg
KQL30907	SETIT_016704mg
KQL30908	SETIT_016372mg
KQL30910	SETIT_018562mg
ENSRNA050012322-T1	ENSRNA050012322
KQL30915	SETIT_019266mg
KQL30916	SETIT_016961mg
KQL30918	SETIT_020617mg
KQL30919	SETIT_016794mg
KQL30920	SETIT_018982mg
KQL30922	SETIT_018304mg
KQL30923	SETIT_018039mg
KQL30924	SETIT_018262mg
KQL30926	SETIT_017273mg
KQL30927	SETIT_019129mg
KQL30928	SETIT_016511mg
KQL30929	SETIT_016511mg
KQL30930	SETIT_019398mg
KQL30932	SETIT_017891mg
KQL30933	SETIT_018252mg
KQL30935	SETIT_017092mg
KQL30936	SETIT_018745mg
KQL30937	SETIT_020521mg
KQL30938	SETIT_017949mg
KQL30939	SETIT_019951mg
KQL30940	SETIT_016781mg
KQL30941	SETIT_016535mg
KQL30943	SETIT_020554mg
KQL30948	SETIT_020622mg
KQL30950	SETIT_019723mg
KQL30953	SETIT_016607mg
KQL30955	SETIT_018876mg
KQL30957	SETIT_018160mg
KQL30958	SETIT_018160mg
KQL30960	SETIT_019476mg
KQL30962	SETIT_019504mg
KQL30963	SETIT_019599mg
