Gene	tpm_avg
SETIT_000470mg	19.1585335
SETIT_000471mg	9.0287905
SETIT_000472mg	2.302415
SETIT_000473mg	16.8765265
SETIT_000474mg	11.778184
SETIT_000475mg	12.486239
SETIT_000476mg	0
SETIT_000477mg	0.4600095
SETIT_000478mg	69.047399
SETIT_000479mg	126.697857
SETIT_000480mg	27.0643875
SETIT_000481mg	5.4309175
SETIT_000483mg	202.978331
SETIT_000484mg	20.905347
SETIT_000485mg	8.576095
SETIT_000486mg	24.5795065
SETIT_000487mg	44.339327
SETIT_000488mg	0.076096
SETIT_000489mg	1.437691
SETIT_000490mg	9.8509345
SETIT_000491mg	3.9359845
SETIT_000492mg	19.4302095
SETIT_000493mg	8.393063
SETIT_000495mg	2.942406
SETIT_000497mg	0
SETIT_000498mg	11.462831
SETIT_000500mg	19.737029
SETIT_000501mg	5.9480615
SETIT_000503mg	53.6750565
SETIT_000505mg	90.7870195
SETIT_000506mg	0.77649
SETIT_000507mg	3.2665875
SETIT_000508mg	6.122889
SETIT_000509mg	37.4057615
SETIT_000510mg	34.195179
SETIT_000512mg	1.057351
SETIT_000514mg	3.8314715
SETIT_000515mg	40.801012
SETIT_000516mg	5.683507
SETIT_000517mg	1.2255425
SETIT_000518mg	3.2516395
SETIT_000519mg	0.2132975
SETIT_000520mg	3.4383735
SETIT_000521mg	14.225887
SETIT_000522mg	9.556187
SETIT_000523mg	32.1738275
SETIT_000524mg	0
SETIT_000525mg	15.8816565
SETIT_000528mg	7.016785
SETIT_000529mg	84.4916405
SETIT_000530mg	14.241995
SETIT_000531mg	19.4899305
SETIT_000532mg	29.00963
SETIT_000533mg	25.3370405
SETIT_000534mg	159.228614
SETIT_000535mg	16.3831575
SETIT_000536mg	4.317434
SETIT_000537mg	7.1831595
SETIT_000538mg	20.9723905
SETIT_000539mg	4.0179035
SETIT_000540mg	7.2062845
SETIT_000541mg	10.3858825
SETIT_000543mg	0.0355385
SETIT_000544mg	29.514692
SETIT_000545mg	24.1086205
SETIT_000549mg	37.478329
SETIT_000551mg	0.649465
SETIT_000552mg	4.173701
SETIT_000556mg	2.305514
SETIT_000557mg	2.0010075
SETIT_000558mg	1.4492635
SETIT_000559mg	3.477261
SETIT_000560mg	3.4216025
SETIT_000561mg	10.079162
SETIT_000562mg	10.188479
SETIT_000563mg	22.316463
SETIT_000564mg	16.7306095
SETIT_000565mg	5.481079
SETIT_000566mg	8.384603
SETIT_000567mg	41.424671
SETIT_000568mg	40.4475015
SETIT_000570mg	51.3121405
SETIT_000571mg	0.8112575
SETIT_000572mg	22.353617
SETIT_000573mg	1.531813
SETIT_000574mg	0.196061
SETIT_000575mg	2.790879
SETIT_000576mg	1.7776385
SETIT_000577mg	18.1766045
SETIT_000578mg	11.2927325
SETIT_000580mg	11.4829975
SETIT_000581mg	3.593905
SETIT_000582mg	15.2058975
SETIT_000584mg	0
SETIT_000585mg	0.552727
SETIT_000586mg	0.540187
SETIT_000588mg	7.93017
SETIT_000589mg	0
SETIT_000590mg	41.188465
SETIT_000591mg	3.8624815
SETIT_000592mg	5.5798795
SETIT_000593mg	0.84289
SETIT_000594mg	3.4139215
SETIT_000595mg	4.235571
SETIT_000596mg	7.191059
SETIT_000597mg	0.0343395
SETIT_000598mg	9.337842
SETIT_000599mg	0.4051605
SETIT_000600mg	27.3266965
SETIT_000601mg	1.9809995
SETIT_000602mg	170.1560475
SETIT_000603mg	2.064031
SETIT_000604mg	14.8982205
SETIT_000605mg	119.923755
SETIT_000606mg	16.518931
SETIT_000607mg	8.3521975
SETIT_000608mg	62.032501
SETIT_000609mg	3.6337585
SETIT_000610mg	0.4161215
SETIT_000611mg	2.1224475
SETIT_000612mg	14.6686785
SETIT_000613mg	14.0776535
SETIT_000614mg	5.0630185
SETIT_000615mg	19.5887415
SETIT_000616mg	11.793297
SETIT_000617mg	0.611735
SETIT_000619mg	1.361113
SETIT_000620mg	0.8003705
SETIT_000621mg	10.4821675
SETIT_000622mg	0.9610105
SETIT_000623mg	19.649691
SETIT_000624mg	60.33134
SETIT_000625mg	11.5258365
SETIT_000626mg	13.4742255
SETIT_000628mg	0
SETIT_000629mg	7.5827715
SETIT_000630mg	6.121042
SETIT_000631mg	128.692924
SETIT_000632mg	15.3132975
SETIT_000633mg	16.549917
