bin labels		-0.5Kb																																																	start																																																																																																				end																																																		0.5Kb
bins		1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0	101.0	102.0	103.0	104.0	105.0	106.0	107.0	108.0	109.0	110.0	111.0	112.0	113.0	114.0	115.0	116.0	117.0	118.0	119.0	120.0	121.0	122.0	123.0	124.0	125.0	126.0	127.0	128.0	129.0	130.0	131.0	132.0	133.0	134.0	135.0	136.0	137.0	138.0	139.0	140.0	141.0	142.0	143.0	144.0	145.0	146.0	147.0	148.0	149.0	150.0	151.0	152.0	153.0	154.0	155.0	156.0	157.0	158.0	159.0	160.0	161.0	162.0	163.0	164.0	165.0	166.0	167.0	168.0	169.0	170.0	171.0	172.0	173.0	174.0	175.0	176.0	177.0	178.0	179.0	180.0	181.0	182.0	183.0	184.0	185.0	186.0	187.0	188.0	189.0	190.0	191.0	192.0	193.0	194.0	195.0	196.0	197.0	198.0	199.0	200.0
setaria_mods_density	genes	0.0002398599218056655	0.0001439159530833993	0.00011992996090283275	4.79719843611331e-05	0.0	2.398599218056655e-05	2.398599218056655e-05	0.00011992996090283275	0.0001439159530833993	4.79719843611331e-05	2.398599218056655e-05	4.79719843611331e-05	2.398599218056655e-05	0.00011992996090283275	0.0001439159530833993	7.195797654169965e-05	9.59439687222662e-05	2.398599218056655e-05	0.0	0.00026384591398623204	7.195797654169965e-05	9.59439687222662e-05	0.0003358038905279317	7.195797654169965e-05	0.0	2.398599218056655e-05	0.00011992996090283275	0.0	2.398599218056655e-05	2.398599218056655e-05	2.398599218056655e-05	4.79719843611331e-05	4.79719843611331e-05	0.0	4.79719843611331e-05	0.00011992996090283275	4.79719843611331e-05	4.79719843611331e-05	0.0	9.59439687222662e-05	0.0005276918279724641	0.0002878319061667986	0.00026384591398623204	0.0003358038905279317	0.0005516778201530307	0.0003837758748890648	0.00016790194526396585	0.0003118178983473651	0.00043174785925019786	0.00035978988270849826	0.00016790194526396585	9.59439687222662e-05	0.0005276918279724641	0.0003118178983473651	0.00043174785925019786	0.00026384591398623204	0.0002878319061667986	0.000479719843611331	0.0010793696481254946	0.00069559377323643	0.0009834256794032286	0.0006236357966947302	0.0009114677028615289	0.0006716077810558634	0.0006236357966947302	0.0003837758748890648	0.0010553836559449282	0.0011033556403060613	0.001175313616847761	0.0012472715933894605	0.0008874817106809623	0.000479719843611331	0.0009354536950420954	0.0008634957185003957	0.0011033556403060613	0.001007411671583795	0.0007195797654169965	0.001487131515195126	0.001223285601208894	0.0008874817106809623	0.0007675517497781296	0.0009354536950420954	0.0013672015542922932	0.0017749634213619246	0.001487131515195126	0.0017269914370007914	0.0010553836559449282	0.0008874817106809623	0.002494543186778921	0.001223285601208894	0.0008634957185003957	0.001007411671583795	0.00139118754647286	0.001535103499556259	0.00139118754647286	0.001175313616847761	0.0012712575855700272	0.0012712575855700272	0.0012952435777505936	0.0012712575855700272	0.0018709073900841909	0.00131922956993116	0.0012472715933894605	0.0012472715933894605	0.00139118754647286	0.0013432155621117268	0.0010553836559449282	0.0017509774291813581	0.0009354536950420954	0.0017509774291813581	0.001439159530833993	0.0019908373509870234	0.002278669257153822	0.0010553836559449282	0.0009114677028615289	0.0014151735386534264	0.0014151735386534264	0.0015590894917368258	0.002326641241514955	0.0018709073900841909	0.0020627953275287234	0.0015111175073756926	0.0016790194526396585	0.0017269914370007914	0.0022067112806121226	0.00131922956993116	0.0008874817106809623	0.0013672015542922932	0.0020867813197092897	0.0017749634213619246	0.0018948933822647573	0.0017749634213619246	0.0024705571945983548	0.0020867813197092897	0.0019428653666258905	0.0018948933822647573	0.002278669257153822	0.002878319061667986	0.001966851358806457	0.0016070614760979587	0.0012472715933894605	0.0014631455230145595	0.0025185291789594877	0.002806361085126286	0.0025425151711400544	0.00278237509294572	0.003070206999112518	0.003070206999112518	0.0028543330694874194	0.0015830754839173922	0.001223285601208894	0.0009114677028615289	0.0015111175073756926	0.0015111175073756926	0.0011513276246671944	0.0006476217888752968	0.0011273416324866278	0.0017269914370007914	0.0012472715933894605	0.0009114677028615289	0.0008874817106809623	0.0009114677028615289	0.0007675517497781296	0.0012712575855700272	0.0011513276246671944	0.0012952435777505936	0.0015830754839173922	0.001918879374445324	0.000743565757597563	0.0010553836559449282	0.0016310474682785254	0.001487131515195126	0.0010793696481254946	0.0008395097263198293	0.0008634957185003957	0.00069559377323643	0.0005037058357918975	0.00043174785925019786	0.0005037058357918975	0.0005276918279724641	0.0003837758748890648	0.00043174785925019786	0.0003837758748890648	0.00045573385143076443	0.00045573385143076443	0.0009114677028615289	0.0005516778201530307	0.0005037058357918975	0.00040776186706963135	0.0003358038905279317	0.0005996498045141637	0.0003837758748890648	0.00035978988270849826	0.0002878319061667986	0.00043174785925019786	0.0002878319061667986	0.0001439159530833993	0.00043174785925019786	0.00043174785925019786	2.398599218056655e-05
