bin labels		-0.5Kb																																																	start																																																																																																				end																																																		0.5Kb
bins		1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0	101.0	102.0	103.0	104.0	105.0	106.0	107.0	108.0	109.0	110.0	111.0	112.0	113.0	114.0	115.0	116.0	117.0	118.0	119.0	120.0	121.0	122.0	123.0	124.0	125.0	126.0	127.0	128.0	129.0	130.0	131.0	132.0	133.0	134.0	135.0	136.0	137.0	138.0	139.0	140.0	141.0	142.0	143.0	144.0	145.0	146.0	147.0	148.0	149.0	150.0	151.0	152.0	153.0	154.0	155.0	156.0	157.0	158.0	159.0	160.0	161.0	162.0	163.0	164.0	165.0	166.0	167.0	168.0	169.0	170.0	171.0	172.0	173.0	174.0	175.0	176.0	177.0	178.0	179.0	180.0	181.0	182.0	183.0	184.0	185.0	186.0	187.0	188.0	189.0	190.0	191.0	192.0	193.0	194.0	195.0	196.0	197.0	198.0	199.0	200.0
sorghum_mods_density	genes	4.132743728561392e-05	0.00014464603049964872	0.0001033185932140348	6.199115592842087e-05	8.265487457122784e-05	0.0	0.0	2.066371864280696e-05	4.132743728561392e-05	0.00016530974914245568	0.0	2.066371864280696e-05	0.0	2.066371864280696e-05	6.199115592842087e-05	2.066371864280696e-05	4.132743728561392e-05	0.0	6.199115592842087e-05	0.00018597346778526262	0.00014464603049964872	2.066371864280696e-05	0.0	2.066371864280696e-05	4.132743728561392e-05	6.199115592842087e-05	2.066371864280696e-05	0.00012398231185684175	4.132743728561392e-05	2.066371864280696e-05	0.0	6.199115592842087e-05	0.0001033185932140348	8.265487457122784e-05	8.265487457122784e-05	0.00012398231185684175	0.00026862834235649046	0.0002066371864280696	0.00018597346778526262	0.0005785841219985949	0.00035128321692771833	0.0006819027152126296	0.0004546018101417531	0.000495929247427367	0.0004132743728561392	0.0003099557796421044	0.0009092036202835062	0.000557920403355788	0.000516592966070174	0.00033061949828491137	0.00028929206099929743	0.00028929206099929743	0.0004132743728561392	0.000495929247427367	0.0004752655287845601	0.0005785841219985949	0.00043393809149894615	0.00043393809149894615	0.0009298673389263131	0.0009092036202835062	0.0007025664338554367	0.0005992478406414018	0.0007232301524982436	0.0008678761829978923	0.0007438938711410505	0.0008678761829978923	0.000557920403355788	0.001033185932140348	0.0005992478406414018	0.0005785841219985949	0.0006199115592842088	0.0009505310575691202	0.0007645575897838575	0.0012604868372112245	0.0011984956812828036	0.0011365045253543828	0.0009092036202835062	0.001053849650783155	0.001487787742282101	0.0008265487457122784	0.0016944249287101708	0.0014464603049964872	0.0012398231185684176	0.001053849650783155	0.0007438938711410505	0.002045708145637889	0.0018390709592098194	0.0009505310575691202	0.0012398231185684176	0.0015084514609249081	0.001487787742282101	0.0012604868372112245	0.001467124023639294	0.0013431417117824524	0.0018597346778526263	0.0012398231185684176	0.0016324337727817498	0.001549778898210522	0.001033185932140348	0.0008058850270694714	0.001963053271066661	0.0013638054304252593	0.0012811505558540314	0.0018597346778526263	0.0011571682439971897	0.0016737612100673636	0.001467124023639294	0.0013844691490680662	0.001487787742282101	0.0015704426168533289	0.0016737612100673636	0.002231681613423152	0.0018390709592098194	0.0017977435219242055	0.0019217258337810472	0.0019217258337810472	0.0018597346778526263	0.0024383187998512214	0.002231681613423152	0.002087035582923503	0.001963053271066661	0.0017770798032813984	0.0016737612100673636	0.0022730090507087656	0.0022730090507087656	0.0019423895524238542	0.0010951770880687688	0.0016737612100673636	0.0015084514609249081	0.0011984956812828036	0.0013431417117824524	0.0021696904574947306	0.002128363020209117	0.002665619704922098	0.0018803983964954334	0.0018390709592098194	0.002541637393065256	0.002624292267636484	0.0017977435219242055	0.0023556639252799933	0.0026862834235649048	0.0023143364879943795	0.002004380708352275	0.0029135843286357812	0.002004380708352275	0.002520973674422449	0.002603628548993677	0.003120221515063851	0.0027689382981361324	0.0019423895524238542	0.001033185932140348	0.0009711947762119271	0.0011365045253543828	0.001115840806711576	0.0008472124643550854	0.0009505310575691202	0.0010951770880687688	0.001115840806711576	0.0015704426168533289	0.001591106335496136	0.0027276108608505186	0.0016530974914245567	0.0016324337727817498	0.0012398231185684176	0.001115840806711576	0.0016944249287101708	0.0017977435219242055	0.0013844691490680662	0.001591106335496136	0.001487787742282101	0.0013638054304252593	0.0017564160846385915	0.001591106335496136	0.0012191593999256107	0.0012811505558540314	0.0011778319626399966	0.0008058850270694714	0.0009298673389263131	0.0008678761829978923	0.0008058850270694714	0.0003926106542133322	0.0009298673389263131	0.0008265487457122784	0.0002066371864280696	0.00043393809149894615	0.0003099557796421044	0.0009092036202835062	0.0009505310575691202	0.00035128321692771833	0.0004752655287845601	0.00026862834235649046	0.00026862834235649046	0.00043393809149894615	0.00022730090507087656	0.00012398231185684175	0.0	0.00033061949828491137	0.00026862834235649046	0.00018597346778526262	0.00018597346778526262
